Connector Code,Connector: Record ID,Connector: Source,Connector: Connector Activity,Connector: Connector Sub Category,Connector: Connector Category,Connector: Connector Type,Connector: App Registered,Oct-16,May-17,Oct-17,Dec-17,Jan-18,Feb-18,Mar-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
HFFC-012568,aAZ2j00000000lC,Beat Mapping,Dormant Connector,Multi brand Prime HL,Financial Connectors,LIC Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,1,2,,,1,1,2,2,1,1,3,,1,,1,,,,,,,,1,,,1,,,,2
HFFC-029116,aAZ5i000000LFOz,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Tax Consultant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2
HFFC-017289,aAZ2j00000006nO,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029410,aAZ5i000000LGql,InternPro,Dormant Connector,One man show,Builder Ecosystem,Real Estate Agent/Broker,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2
HFFC-000221,aAZ9000000000EF,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,8,3,3,1,,,,,,,1,,,,,,,,,,,,
HFFC-023359,aAZ2j000000Kzob,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,6,6,6,5,,4,1,2,6,2,,,1,27
HFFC-021867,aAZ2j0000000CiF,Connector App,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,,,,,,,
HFFC-002126,aAZ90000000PEcB,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,,,,3,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-021822,aAZ2j0000000Cec,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-008345,aAZ0o000000Goar,Branch Walk-In,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004223,aAZ0o000000PGli,Business Development,Dormant Connector,Multi brand Affordable HL,Micro Connector,Other,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002946,aAZ90000000PFgE,Construction Community Partners,Lead Stage,,Construction Community,Cement Shop/Steel Store,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-028567,aAZ5i000000LBtC,Connector App,Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,4,5,22
HFFC-010786,aAZ0o000000PMJ4,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,,,4,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032837,aAZ5i000000LVyT,Builder,Never Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-027518,aAZ5i000000L3iu,Other,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
HFFC-018377,aAZ2j00000008CK,Branch Walk-In,Lead Stage,,Financial Connectors,Accountant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
HFFC-011993,aAZ2j000000000u,Builder,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Sole Seller,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,,,2,,11,5,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-005571,aAZ0o000000CoJh,Beat Mapping,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-023201,aAZ2j000000KzX1,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,,,,,1
HFFC-030913,aAZ5i000000LRbz,,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-031935,aAZ5i000000LUb8,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-004977,aAZ0o000000CnXs,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,,,1,,,2
HFFC-007439,aAZ0o000000GnPx,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-021741,aAZ2j0000000CY5,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,2
HFFC-032513,aAZ5i000000LVUN,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-013758,aAZ2j00000002GQ,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007053,aAZ0o000000CqVt,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,3,,,,,,,6
HFFC-027264,aAZ5i000000L1GE,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,9,6,8,5,4,46
HFFC-006869,aAZ0o000000CqGy,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,2,6,,,1,1,4,2,,1,,,,,,,1,2,,,,,,1,,,,1,,2,1,,1,3,,,,,,1,1,3,2,12
HFFC-017338,aAZ2j00000006rL,,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-008723,aAZ0o000000Gp5B,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,2,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-005986,aAZ0o000000Cp7g,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-013558,aAZ2j000000022i,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,2
HFFC-033146,aAZ5i000000LWb4,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7
HFFC-002676,aAZ90000000PFKX,Other,Dormant Connector,Multi brand Affordable HL,Construction Community,Contractor,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029363,aAZ5i000000LGOC,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
HFFC-031355,aAZ5i000000LTd7,Connector App,Never Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-021435,aAZ2j0000000C9K,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,CA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,2,3,,,4,,,,1,,,1,,1,2,10
HFFC-028626,aAZ5i000000LC6D,Beat Mapping,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,3
HFFC-021508,aAZ2j0000000CFI,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,1
HFFC-027057,aAZ2j000000PBcQ,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
HFFC-033996,aAZ5i000000LXp8,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HFFC-018441,aAZ2j00000008HU,Business Development,Lead Stage,,Financial Connectors,Tax Consultant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002086,aAZ90000000PEYx,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,2,,1,5,4,7,5,1,4,6,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-002221,aAZ90000000PEjq,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Tax Consultant,0,,,,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002552,aAZ90000000PFAX,Existing Customer,Dormant Connector,,Micro Connector,Other,0,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-018348,aAZ2j000000089z,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,
HFFC-012789,aAZ2j0000000131,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004368,aAZ0o000000PGxP,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Accountant,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030682,aAZ5i000000LPYT,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-015231,aAZ2j000000049v,,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001455,aAZ90000000PDk4,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009288,aAZ0o000000Gpof,Beat Mapping,Dormant Connector,One man show,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024903,aAZ2j000000L2KP,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-011910,aAZ0o000000PNli,Connector App,Active,One man show,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-034111,aAZ5i000000LXzm,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-032566,aAZ5i000000LVYe,Connector App,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,8
HFFC-010838,aAZ0o000000PMNG,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,,1,,,,,1,,,,2
HFFC-015795,aAZ2j00000004sv,Strategic Alliances,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,1
HFFC-028455,aAZ5i000000LBNH,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,3,1,15
HFFC-010787,aAZ0o000000PMJ9,Digital,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022564,aAZ2j0000000DcX,Business Development,Never Active,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
HFFC-012947,aAZ2j00000001Fg,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-012120,aAZ2j00000000B4,Beat Mapping,Dormant Connector,Multi brand Prime HL,Construction Community,Civil Engineer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-013606,aAZ2j000000026a,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,3,1,,,,,,,,,,4
HFFC-007523,aAZ0o000000GnWj,Beat Mapping,Dormant Connector,One man show,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-017742,aAZ2j00000007Nb,Beat Mapping,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032738,aAZ5i000000LVqZ,Marketing,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
HFFC-025241,aAZ2j000000L2nH,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,LIC Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
HFFC-015539,aAZ2j00000004YM,Connector App,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019633,aAZ2j00000009oe,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Tax Consultant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,1,2,1,2,,,,,,1,1,,,,,,,2
HFFC-023124,aAZ2j000000KzQo,Connector Referral,Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,2,1,2,13
HFFC-008721,aAZ0o000000Gp51,Beat Mapping,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,1,5,,1,,3,1,2,4,,4,2,3,,3,1,2,1,1,2,2,1,22
HFFC-021662,aAZ2j0000000CRi,,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
HFFC-014561,aAZ2j00000003IS,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-006165,aAZ0o000000CpM7,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,2,1,,1,,,2,1,,,,,,2,1,,2,,1,,,,,,2,3,7,3,4,5,5,2,6,,2,4,1,41
HFFC-017672,aAZ2j00000007I2,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029624,aAZ5i000000LIWY,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3
HFFC-001469,aAZ90000000PDlC,Branch Walk-In,Active,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,2
HFFC-022469,aAZ2j0000000DUi,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-011491,aAZ0o000000PNDv,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-030051,aAZ5i000000LLIc,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-000757,aAZ9000000000vT,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,CA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-000338,aAZ9000000000NW,Builder,Active,One man show,Builder Ecosystem,Builder Employee,1,,,,,,,,,13,20,5,16,,4,8,4,5,4,9,5,3,,2,,1,1,,,,,,1,2,,,,1,1,3,7,7,1,1,,2,5,,,2,3,1,3,3,,,4,1,3,1,2,1,,21
HFFC-006908,aAZ0o000000CqK7,Branch Walk-In,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,3
HFFC-007426,aAZ0o000000GnOu,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-026522,aAZ2j000000PAsI,InternPro,Active,Multi brand Prime HL,Financial Connectors,Accountant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6,8,11,7,36
HFFC-022939,aAZ2j000000Kz8k,Connector App,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-032371,aAZ5i000000LVIC,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-026028,aAZ2j000000L44Y,Beat Mapping,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2
HFFC-015445,aAZ2j00000004Qm,Business Development,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,2,,3,7,2,,,,,,,,,,,,,,,,
HFFC-008805,aAZ0o000000GpBn,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007036,aAZ0o000000CqUW,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017282,aAZ2j00000006mp,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,4,1,,,,,,,,,,,1,,,1,,2
HFFC-021950,aAZ2j0000000Cow,Beat Mapping,Lead Stage,,Builder Ecosystem,Builder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-034223,aAZ5i000000LY8o,Connector App,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-012836,aAZ2j000000016o,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002317,aAZ90000000PEra,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,3,,2,,,,,1,,,,1,,,,,,,,,,,,,,,
HFFC-000096,aAZ90000000008b,Builder,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,7,3,1,1,,,,,4,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,2,,,,2,,,,,,,,,,,,
HFFC-004377,aAZ0o000000PGy8,Branch Walk-In,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,,,,,,1,2,,,2,,5
HFFC-024876,aAZ2j000000L2IE,Business Development,Dormant Connector,One man show,Builder Ecosystem,Builder Employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,,,,,,,,9
HFFC-019435,aAZ2j00000009Yq,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-001387,aAZ90000000PDea,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015690,aAZ2j00000004kX,Other,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,3,,,,3,,1,,1,,,,,4,,1,,,,,1,6
HFFC-009252,aAZ0o000000Gpll,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1
HFFC-026382,aAZ2j000000L4c6,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,,,,,,5
HFFC-020661,aAZ2j0000000B8V,Beat Mapping,Active,Multi brand Affordable HL,Construction Community,Contractor,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,7,3,4,,1,21,7,9,4,4,3,3,1,,2,4,1,5,36
HFFC-024295,aAZ2j000000L1QH,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,3,,,,,,1,5
HFFC-014994,aAZ2j00000003qy,Customer Referral,Dormant Connector,One man show,Construction Community,Civil Engineer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2
