Connector Code,Connector Id(15),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-022815,aAZ2j000000Kyyk,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-022820,aAZ2j000000Kyz9,,,,,,,,,,1,5,3,1,,,,,,,,,,,
HFFC-022827,aAZ2j000000Kyzi,,,,,,,,,,,,,,,,,,,3,1,1,,1,
HFFC-022830,aAZ2j000000Kyzx,,,,,,,,,,,,,,,2,,,1,,,,,,
HFFC-022834,aAZ2j000000Kz0H,,,,,,,,,1,12,10,7,4,,,,,,,,,,,
HFFC-022836,aAZ2j000000Kz0R,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022837,aAZ2j000000Kz0W,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-022838,aAZ2j000000Kz0b,,,,,,,,,7,1,,,,,,,,,,,,,,
HFFC-022839,aAZ2j000000Kz0g,,,,,,,,,,,,8,7,3,,,,,,1,,1,,
HFFC-022840,aAZ2j000000Kz0l,,,,,,,,,,,,,,,1,1,2,,,,,,4,1
HFFC-022841,aAZ2j000000Kz0q,,,,,,,,,,,,,2,1,1,1,,,,,,,,
HFFC-022846,aAZ2j000000Kz1F,,,,,,,,,5,,,,,1,,1,,,,,,1,,
HFFC-022849,aAZ2j000000Kz1U,,,,,,,,,,3,,1,2,,,6,1,2,2,,,1,,1
HFFC-022878,aAZ2j000000Kz3p,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022879,aAZ2j000000Kz3u,,,,,,,,,,1,,,,,,,1,,,,,,,
HFFC-022883,aAZ2j000000Kz4E,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022887,aAZ2j000000Kz4Y,,,,,,,,,1,3,3,1,,3,1,,1,3,2,,1,1,1,
HFFC-022891,aAZ2j000000Kz4s,,,,,,,,,,2,1,1,2,,1,,,,,,,,,
HFFC-022893,aAZ2j000000Kz52,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-022895,aAZ2j000000Kz5C,,,,,,,,,1,1,1,,,,,,,,,,,,,
HFFC-022898,aAZ2j000000Kz5R,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-022900,aAZ2j000000Kz5b,,,,,,,,,1,,,,,1,,,,,,,,,,
HFFC-022903,aAZ2j000000Kz5q,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022904,aAZ2j000000Kz5v,,,,,,,,,1,,,,,,,,,,,,1,,,
HFFC-022905,aAZ2j000000Kz60,,,,,,,,,,,,1,2,,,,,,,,,,,
HFFC-022912,aAZ2j000000Kz6Z,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022913,aAZ2j000000Kz6e,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-022917,aAZ2j000000Kz6y,,,,,,,,,1,,1,,,,,,,,,,,1,,
HFFC-022919,aAZ2j000000Kz78,,,,,,,,,,4,2,3,8,1,,1,1,,2,4,,1,2,2
HFFC-022924,aAZ2j000000Kz7X,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022925,aAZ2j000000Kz7c,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2
HFFC-022931,aAZ2j000000Kz86,,,,,,,,,,,1,1,,2,2,1,1,,,,,,,
HFFC-022932,aAZ2j000000Kz8B,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022937,aAZ2j000000Kz8a,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022938,aAZ2j000000Kz8f,,,,,,,,,1,7,2,2,1,,,,,,,,,,,
HFFC-022939,aAZ2j000000Kz8k,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022941,aAZ2j000000Kz8u,,,,,,,,,,,1,,,,,,,,,,2,2,,
HFFC-022943,aAZ2j000000Kz94,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022946,aAZ2j000000Kz9J,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022947,aAZ2j000000Kz9O,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-022948,aAZ2j000000Kz9T,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022951,aAZ2j000000Kz9i,,,,,,,,,,,,,,,,,,,,,,4,4,6
HFFC-022956,aAZ2j000000KzA7,,,,,,,,,,25,12,,,,,,,,,,,,,
HFFC-022963,aAZ2j000000KzAg,,,,,,,,,,1,,,1,,1,,,,,,,,,
HFFC-022964,aAZ2j000000KzAl,,,,,,,,,,1,,,1,,,1,,1,,,,,1,
HFFC-022967,aAZ2j000000KzB0,,,,,,,,,,,2,2,2,,,,,,,,,,,
HFFC-022968,aAZ2j000000KzB5,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-022969,aAZ2j000000KzBA,,,,,,,,,,1,2,,,1,,,,,,,,,,
HFFC-022971,aAZ2j000000KzBU,,,,,,,,,,3,,,,7,,,,,,,,,,
HFFC-022973,aAZ2j000000KzBe,,,,,,,,,,4,,,,,1,,,,,,,,,
HFFC-022974,aAZ2j000000KzBj,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022977,aAZ2j000000KzBy,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022978,aAZ2j000000KzC3,,,,,,,,,,,,,1,2,,,,,,,,,,
HFFC-022979,aAZ2j000000KzC8,,,,,,,,,,3,,,,,,,,,,,,,,
HFFC-022981,aAZ2j000000KzCI,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022983,aAZ2j000000KzCS,,,,,,,,,,3,,,,,,,,,,,,,,
HFFC-022984,aAZ2j000000KzCX,,,,,,,,,,5,3,3,1,,1,3,,5,3,,5,3,,1
HFFC-022987,aAZ2j000000KzCm,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022988,aAZ2j000000KzCr,,,,,,,,,,1,,,,,,,,6,6,3,5,6,7,14
HFFC-022990,aAZ2j000000KzD1,,,,,,,,,,5,,1,,,,,,,,,,,,
HFFC-022991,aAZ2j000000KzD6,,,,,,,,,,10,6,2,3,1,,2,,,,,3,1,,
HFFC-022992,aAZ2j000000KzDB,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-022996,aAZ2j000000KzDu,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-022997,aAZ2j000000KzDz,,,,,,,,,,,1,,1,4,,,,2,,,1,,,
HFFC-023000,aAZ2j000000KzEE,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023006,aAZ2j000000KzEi,,,,,,,,,,5,,1,,,,,,,,2,,1,,
HFFC-023009,aAZ2j000000KzEx,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023010,aAZ2j000000KzF2,,,,,,,,,,,3,2,,,,,,,,,,,,
HFFC-023011,aAZ2j000000KzF7,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023012,aAZ2j000000KzFC,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023013,aAZ2j000000KzFH,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023018,aAZ2j000000KzFg,,,,,,,,,,,2,3,1,2,3,1,1,,,1,,2,,1
HFFC-023023,aAZ2j000000KzG5,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023024,aAZ2j000000KzGA,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023026,aAZ2j000000KzGK,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023035,aAZ2j000000KzH3,,,,,,,,,,1,,2,1,,,,,,,1,,1,,
HFFC-023036,aAZ2j000000KzH8,,,,,,,,,,3,,,,,,,,,,,,,,1
HFFC-023040,aAZ2j000000KzHS,,,,,,,,,,,,,,,,,2,,1,1,1,,,
HFFC-023041,aAZ2j000000KzHX,,,,,,,,,,2,1,,,,,,,,,,,,,
HFFC-023045,aAZ2j000000KzHr,,,,,,,,,,4,4,2,1,1,,1,,,,,,,,
HFFC-023048,aAZ2j000000KzIu,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023051,aAZ2j000000KzJd,,,,,,,,,,1,,,,1,,,,,,,,,,
HFFC-023053,aAZ2j000000KzJn,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023057,aAZ2j000000KzK7,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023067,aAZ2j000000KzKv,,,,,,,,,,2,,,,,,,,,,,,1,,
HFFC-023068,aAZ2j000000KzL0,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023071,aAZ2j000000KzLF,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023075,aAZ2j000000KzLZ,,,,,,,,,,2,1,4,1,1,,,,1,,,,,,
HFFC-023079,aAZ2j000000KzLt,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023087,aAZ2j000000KzMm,,,,,,,,,,,3,1,,1,,,,1,,,,,,
HFFC-023089,aAZ2j000000KzMw,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023091,aAZ2j000000KzN6,,,,,,,,,,,2,,,3,,1,,,2,3,1,2,1,1
HFFC-023092,aAZ2j000000KzNB,,,,,,,,,,1,,1,3,1,,,2,,4,3,,1,,3
HFFC-023096,aAZ2j000000KzNV,,,,,,,,,,1,1,,1,,,,,,,,,,,
HFFC-023097,aAZ2j000000KzNa,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023099,aAZ2j000000KzNk,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023100,aAZ2j000000KzNp,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023101,aAZ2j000000KzNu,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-023102,aAZ2j000000KzNz,,,,,,,,,,2,2,5,1,4,6,4,1,6,3,7,6,5,7,4
HFFC-023106,aAZ2j000000KzOJ,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023108,aAZ2j000000KzOT,,,,,,,,,,2,2,2,1,1,,,,1,,,,,,
HFFC-023111,aAZ2j000000KzOi,,,,,,,,,,,,,,,,,,,,,,,2,3
HFFC-023120,aAZ2j000000KzQU,,,,,,,,,,,,,,,1,,,,,,1,2,2,1
HFFC-023124,aAZ2j000000KzQo,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-023126,aAZ2j000000KzQy,,,,,,,,,,1,1,1,,,2,,1,,,,1,,,
HFFC-023128,aAZ2j000000KzR8,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023133,aAZ2j000000KzRX,,,,,,,,,,1,,1,,,,,,,,,,,,
HFFC-023134,aAZ2j000000KzRc,,,,,,,,,,1,,,1,,,,,,,,,,,
HFFC-023135,aAZ2j000000KzRh,,,,,,,,,,,,,4,,,1,1,2,,1,6,1,,
HFFC-023136,aAZ2j000000KzRm,,,,,,,,,,5,,,,,1,,,,1,,3,1,,
HFFC-023140,aAZ2j000000KzS6,,,,,,,,,,,,,,,,,,,,,5,5,6,6
HFFC-023149,aAZ2j000000KzSp,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023153,aAZ2j000000KzT9,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023154,aAZ2j000000KzTE,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023155,aAZ2j000000KzTJ,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023162,aAZ2j000000KzTs,,,,,,,,,,4,4,4,4,2,1,5,1,2,7,,1,3,,
HFFC-023163,aAZ2j000000KzTx,,,,,,,,,,2,,,,,1,2,1,,,,,,,
HFFC-023165,aAZ2j000000KzU7,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-023166,aAZ2j000000KzUC,,,,,,,,,,,2,,3,,,,,,,,,,,
HFFC-023168,aAZ2j000000KzUM,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023169,aAZ2j000000KzUR,,,,,,,,,,1,2,,,,,,,1,,,,,,
HFFC-023171,aAZ2j000000KzUb,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023172,aAZ2j000000KzUg,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023173,aAZ2j000000KzUl,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023174,aAZ2j000000KzUq,,,,,,,,,,4,,4,9,6,5,7,3,6,6,3,7,1,,7
HFFC-023176,aAZ2j000000KzV0,,,,,,,,,,,1,4,2,,,,,,,,,,,
HFFC-023178,aAZ2j000000KzVA,,,,,,,,,,1,1,2,5,1,3,3,4,6,2,,3,,,
HFFC-023185,aAZ2j000000KzVj,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023194,aAZ2j000000KzWS,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023195,aAZ2j000000KzWX,,,,,,,,,,,2,2,4,,,,,,,,,,,
HFFC-023196,aAZ2j000000KzWc,,,,,,,,,,1,,,,,1,,,,1,,1,4,,
HFFC-023197,aAZ2j000000KzWh,,,,,,,,,,,1,4,2,,1,1,,,,,1,,2,
HFFC-023201,aAZ2j000000KzX1,,,,,,,,,,1,2,,,,,,,,,,,,,
HFFC-023204,aAZ2j000000KzXQ,,,,,,,,,,1,,,,,,1,,,,1,,2,,
HFFC-023205,aAZ2j000000KzXV,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023207,aAZ2j000000KzXf,,,,,,,,,,1,,,,,,,,2,,,,1,,
HFFC-023209,aAZ2j000000KzXp,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023213,aAZ2j000000KzY9,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023216,aAZ2j000000KzYO,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023220,aAZ2j000000KzYi,,,,,,,,,,2,7,2,4,8,,9,9,3,,,,,,
HFFC-023223,aAZ2j000000KzYx,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-023228,aAZ2j000000KzZM,,,,,,,,,,1,,3,,3,1,,,,,,,,,
HFFC-023230,aAZ2j000000KzZW,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023231,aAZ2j000000KzZb,,,,,,,,,,3,1,2,12,4,1,2,1,10,3,1,1,3,1,4
HFFC-023232,aAZ2j000000KzZg,,,,,,,,,,,,,,,,,,,4,,,,,
HFFC-023233,aAZ2j000000KzZl,,,,,,,,,,1,2,2,5,1,,,,,,,,,,
HFFC-023240,aAZ2j000000KzaK,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023242,aAZ2j000000KzaZ,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023246,aAZ2j000000Kzat,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023252,aAZ2j000000KzbN,,,,,,,,,,2,3,1,3,,3,1,,2,1,5,,1,,
HFFC-023254,aAZ2j000000KzbX,,,,,,,,,,1,5,,,,,,,,,,,,,
HFFC-023259,aAZ2j000000Kzbw,,,,,,,,,,1,2,2,1,1,,,,,,,,,,
HFFC-023264,aAZ2j000000KzcL,,,,,,,,,,1,,1,,,,,,,,,,,,
HFFC-023267,aAZ2j000000Kzca,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023269,aAZ2j000000Kzck,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023278,aAZ2j000000KzdT,,,,,,,,,,,,,,,,,2,1,2,7,2,2,2,4
HFFC-023284,aAZ2j000000Kzdx,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-023285,aAZ2j000000Kze2,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023288,aAZ2j000000KzeH,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-023289,aAZ2j000000KzeM,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023291,aAZ2j000000KzeW,,,,,,,,,,,3,3,4,7,2,9,4,7,4,2,,,,
HFFC-023292,aAZ2j000000Kzeb,,,,,,,,,,,2,,1,,,,,,,,,,,
HFFC-023296,aAZ2j000000Kzev,,,,,,,,,,,,2,1,,,1,,,,,,,,
HFFC-023299,aAZ2j000000KzfA,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023303,aAZ2j000000KzfU,,,,,,,,,,3,3,,,,,3,2,,1,,,,,
HFFC-023304,aAZ2j000000KzfZ,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023305,aAZ2j000000Kzfe,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-023308,aAZ2j000000Kzft,,,,,,,,,,3,21,,,,,,,,,,,,,
HFFC-023309,aAZ2j000000Kzfy,,,,,,,,,,3,1,,1,,,,1,,,,,,,
HFFC-023311,aAZ2j000000Kzg8,,,,,,,,,,,2,2,,,,,,,,,,4,4,
HFFC-023312,aAZ2j000000KzgD,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023315,aAZ2j000000KzgS,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023320,aAZ2j000000Kzgr,,,,,,,,,,,,1,,,,,,,,,,1,,
HFFC-023322,aAZ2j000000Kzh1,,,,,,,,,,,,1,,4,1,,,,,,,,,
HFFC-023323,aAZ2j000000Kzh6,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023324,aAZ2j000000KzhB,,,,,,,,,,,,1,1,1,,,,,,,,,,
HFFC-023325,aAZ2j000000KzhG,,,,,,,,,,2,7,6,2,4,4,2,,,,1,1,,,
HFFC-023327,aAZ2j000000KzhQ,,,,,,,,,,2,,,,,,,,1,,,,,,
HFFC-023328,aAZ2j000000KzhV,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023331,aAZ2j000000Kzhk,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023335,aAZ2j000000Kzi4,,,,,,,,,,4,3,,1,,1,,,,,,,,,
HFFC-023337,aAZ2j000000KziE,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023339,aAZ2j000000KziO,,,,,,,,,,1,2,,1,,,1,,,,,,,,
HFFC-023341,aAZ2j000000KzkU,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023342,aAZ2j000000KzkZ,,,,,,,,,,,2,1,1,,,,,,,,,,,
HFFC-023343,aAZ2j000000Kzko,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023344,aAZ2j000000Kzkt,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023345,aAZ2j000000Kzky,,,,,,,,,,1,1,,,,,,,,,,,,,
HFFC-023346,aAZ2j000000Kzl3,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023348,aAZ2j000000KzlD,,,,,,,,,,,3,2,10,14,4,,4,6,3,5,2,4,2,4
HFFC-023349,aAZ2j000000KzlI,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023350,aAZ2j000000KzlN,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023352,aAZ2j000000KzlX,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023356,aAZ2j000000Kzo2,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-023357,aAZ2j000000Kzo7,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023358,aAZ2j000000KzoW,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023359,aAZ2j000000Kzob,,,,,,,,,,2,10,6,6,6,5,,3,1,2,6,1,,,1
HFFC-023361,aAZ2j000000Kzol,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-023362,aAZ2j000000Kzoq,,,,,,,,,,,1,1,34,3,,,1,,,,,,,
HFFC-023365,aAZ2j000000Kzqh,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023370,aAZ2j000000Kzr6,,,,,,,,,,1,3,2,2,1,1,2,1,2,7,1,4,6,4,5
HFFC-023371,aAZ2j000000KzrB,,,,,,,,,,,6,3,4,2,4,4,1,1,,1,,1,,
HFFC-023377,aAZ2j000000Kzs9,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023381,aAZ2j000000KzsT,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-023382,aAZ2j000000KzsY,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023387,aAZ2j000000Kzsx,,,,,,,,,,1,6,1,,,,,,,,,,,,
HFFC-023390,aAZ2j000000KztC,,,,,,,,,,,,,,,,,,,,,1,3,,
HFFC-023393,aAZ2j000000KztR,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023394,aAZ2j000000KztW,,,,,,,,,,,3,1,1,1,3,7,1,6,4,5,2,6,6,11
HFFC-023396,aAZ2j000000Kztg,,,,,,,,,,2,,,,3,1,,,,,,,6,2,4
HFFC-023400,aAZ2j000000Kzu0,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023403,aAZ2j000000KzuF,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023405,aAZ2j000000KzuP,,,,,,,,,,,,,,1,1,1,,1,2,1,,5,1,3
HFFC-023409,aAZ2j000000Kzuj,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023413,aAZ2j000000Kzv3,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-023414,aAZ2j000000Kzv8,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023418,aAZ2j000000Kzw6,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023425,aAZ2j000000KzyR,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023426,aAZ2j000000KzyW,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023429,aAZ2j000000Kzyl,,,,,,,,,,,7,,,,,,,,,,,,,
HFFC-023431,aAZ2j000000Kzyv,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023435,aAZ2j000000KzzP,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023439,aAZ2j000000Kzzj,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023441,aAZ2j000000Kzzt,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023444,aAZ2j000000L00c,,,,,,,,,,,5,,2,1,,,,,,,2,2,1,
HFFC-023446,aAZ2j000000L01L,,,,,,,,,,,1,3,4,,,,,,,,,,,
HFFC-023447,aAZ2j000000L01Q,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023448,aAZ2j000000L01V,,,,,,,,,,,15,5,6,5,2,7,5,9,7,19,8,15,6,19
HFFC-023450,aAZ2j000000L01f,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-023453,aAZ2j000000L01u,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023454,aAZ2j000000L01z,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-023456,aAZ2j000000L02x,,,,,,,,,,,11,5,,2,3,3,,,,,2,,,
HFFC-023457,aAZ2j000000L032,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023460,aAZ2j000000L03H,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023462,aAZ2j000000L03l,,,,,,,,,,,,,,,1,,1,,,,,2,1,
HFFC-023463,aAZ2j000000L03q,,,,,,,,,,,,,,,,,,,2,3,2,1,2,4
HFFC-023466,aAZ2j000000L045,,,,,,,,,,,16,4,3,5,6,7,1,4,,3,1,16,3,8
HFFC-023469,aAZ2j000000L04K,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023470,aAZ2j000000L04P,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023472,aAZ2j000000L04Z,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-023474,aAZ2j000000L04j,,,,,,,,,,,1,,,,,1,1,,,,,,,
HFFC-023475,aAZ2j000000L04o,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-023477,aAZ2j000000L04y,,,,,,,,,,,1,,,,,1,,,,,1,,,
HFFC-023479,aAZ2j000000L058,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023480,aAZ2j000000L05D,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023482,aAZ2j000000L05N,,,,,,,,,,,3,,1,,,,,,,,,,,
HFFC-023484,aAZ2j000000L05X,,,,,,,,,,,,5,1,,,,,,,,,,,
HFFC-023486,aAZ2j000000L05h,,,,,,,,,,,2,1,,,,,,,,,,,,
HFFC-023487,aAZ2j000000L05m,,,,,,,,,,,5,7,,,,,,,,,,,,
HFFC-023488,aAZ2j000000L061,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023491,aAZ2j000000L06G,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023493,aAZ2j000000L06Q,,,,,,,,,,,5,2,2,1,,,,1,,1,1,,1,
HFFC-023495,aAZ2j000000L06a,,,,,,,,,,,2,,1,,1,2,1,4,4,4,2,4,3,10
HFFC-023496,aAZ2j000000L06f,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023497,aAZ2j000000L06k,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023498,aAZ2j000000L06p,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023499,aAZ2j000000L06u,,,,,,,,,,,1,4,1,3,2,,,2,,,,2,,1
HFFC-023503,aAZ2j000000L07E,,,,,,,,,,,,,,,3,,,,,,,,,
HFFC-023506,aAZ2j000000L07T,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023507,aAZ2j000000L07Y,,,,,,,,,,,1,,,,,,,,,,,3,,
HFFC-023515,aAZ2j000000L08R,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023525,aAZ2j000000L09F,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023526,aAZ2j000000L09K,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023529,aAZ2j000000L09Z,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023530,aAZ2j000000L09e,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023531,aAZ2j000000L09j,,,,,,,,,,,2,,,1,5,1,3,3,6,1,1,1,,3
HFFC-023532,aAZ2j000000L09o,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023535,aAZ2j000000L0A3,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023538,aAZ2j000000L0AS,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023539,aAZ2j000000L0AX,,,,,,,,,,,7,13,5,5,2,4,5,,,2,,,,
HFFC-023540,aAZ2j000000L0Ac,,,,,,,,,,,2,,,,,,,,,,,3,1,2
HFFC-023541,aAZ2j000000L0Ah,,,,,,,,,,,,,1,,,1,,,,,,,,
HFFC-023542,aAZ2j000000L0Am,,,,,,,,,,,,3,,,,,,,,,,,,
HFFC-023545,aAZ2j000000L0B1,,,,,,,,,,,,1,,,1,,2,,,,,,,2
HFFC-023547,aAZ2j000000L0C4,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-023552,aAZ2j000000L0CT,,,,,,,,,,,3,3,2,2,,1,,,,2,4,4,2,
HFFC-023555,aAZ2j000000L0Ci,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-023558,aAZ2j000000L0Cx,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023559,aAZ2j000000L0D2,,,,,,,,,,,,,,,4,7,,1,3,1,4,8,1,2
HFFC-023563,aAZ2j000000L0DM,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023565,aAZ2j000000L0DW,,,,,,,,,,,1,1,2,1,,1,1,,1,,,,,
HFFC-023569,aAZ2j000000L0Dq,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023573,aAZ2j000000L0EA,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023574,aAZ2j000000L0EF,,,,,,,,,,,2,3,4,2,1,,,,,,,1,,
HFFC-023577,aAZ2j000000L0EU,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023578,aAZ2j000000L0EZ,,,,,,,,,,,2,6,1,,,,,,,,,,,
HFFC-023581,aAZ2j000000L0Eo,,,,,,,,,,,1,2,,,1,,,,,,,,,
