Connector Code,Connector Id(15),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-023590,aAZ2j000000L0FX,,,,,,,,,,,2,4,2,2,4,,1,,,2,,,2,2
HFFC-023591,aAZ2j000000L0Fc,,,,,,,,,,,2,7,6,4,4,,2,1,1,2,3,1,3,
HFFC-023592,aAZ2j000000L0Fh,,,,,,,,,,,2,3,2,,,,,,,,,,,
HFFC-023593,aAZ2j000000L0Fm,,,,,,,,,,,1,,,,2,,,1,,,,,,
HFFC-023594,aAZ2j000000L0Fr,,,,,,,,,,,1,2,1,1,2,2,9,2,1,1,2,6,1,2
HFFC-023595,aAZ2j000000L0Fw,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023598,aAZ2j000000L0GB,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023603,aAZ2j000000L0Ga,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-023604,aAZ2j000000L0Gf,,,,,,,,,,,1,2,2,,3,1,4,,,1,,1,,
HFFC-023607,aAZ2j000000L0Gu,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023609,aAZ2j000000L0H4,,,,,,,,,,,,,,,,,,,,2,,,1,
HFFC-023611,aAZ2j000000L0HE,,,,,,,,,,,4,,,,,,,,,,,,,
HFFC-023613,aAZ2j000000L0HO,,,,,,,,,,,1,,2,1,,1,,,,,,,,
HFFC-023615,aAZ2j000000L0HY,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023617,aAZ2j000000L0Hi,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023619,aAZ2j000000L0Hs,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023622,aAZ2j000000L0I7,,,,,,,,,,,1,,,5,,,,,5,3,9,11,10,13
HFFC-023623,aAZ2j000000L0IC,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023624,aAZ2j000000L0IH,,,,,,,,,,,,1,1,,1,,,1,,,,,,
HFFC-023631,aAZ2j000000L0Iq,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023633,aAZ2j000000L0J0,,,,,,,,,,,1,,1,,,,,,,,,,,
HFFC-023635,aAZ2j000000L0JA,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-023638,aAZ2j000000L0JP,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-023639,aAZ2j000000L0JU,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023640,aAZ2j000000L0JZ,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023644,aAZ2j000000L0Jt,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023646,aAZ2j000000L0K3,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023648,aAZ2j000000L0KD,,,,,,,,,,,,,,,1,,1,,,1,,,,
HFFC-023652,aAZ2j000000L0KX,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023655,aAZ2j000000L0Km,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-023660,aAZ2j000000L0LB,,,,,,,,,,,1,1,1,2,,,,,,,,,,
HFFC-023666,aAZ2j000000L0Lf,,,,,,,,,,,,,,1,,1,,,,,1,,,
HFFC-023669,aAZ2j000000L0Lu,,,,,,,,,,,1,,2,,,,,,,,,,1,
HFFC-023670,aAZ2j000000L0Lz,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023674,aAZ2j000000L0MJ,,,,,,,,,,,,3,2,1,4,,2,,1,1,,,,
HFFC-023675,aAZ2j000000L0MO,,,,,,,,,,,,,6,6,6,,7,3,3,3,3,4,3,3
HFFC-023676,aAZ2j000000L0MT,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023679,aAZ2j000000L0Mi,,,,,,,,,,,4,3,3,2,3,3,1,4,,1,1,3,4,5
HFFC-023681,aAZ2j000000L0Ms,,,,,,,,,,,2,,,,,,1,1,,,,,,
HFFC-023682,aAZ2j000000L0Mx,,,,,,,,,,,1,1,,,,,,,,,2,,1,1
HFFC-023685,aAZ2j000000L0NC,,,,,,,,,,,,2,1,,,,,,,,,,,
HFFC-023694,aAZ2j000000L0Nv,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023696,aAZ2j000000L0O5,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023698,aAZ2j000000L0OF,,,,,,,,,,,3,,,,,,,,,,,,,
HFFC-023699,aAZ2j000000L0OK,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023703,aAZ2j000000L0Oe,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023706,aAZ2j000000L0Ot,,,,,,,,,,,,,,1,,1,,,,,,,,
HFFC-023707,aAZ2j000000L0Oy,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023709,aAZ2j000000L0P8,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023710,aAZ2j000000L0PD,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023712,aAZ2j000000L0PN,,,,,,,,,,,3,,,,,,,,,,,,,
HFFC-023715,aAZ2j000000L0Qz,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023717,aAZ2j000000L0R9,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023721,aAZ2j000000L0RT,,,,,,,,,,,3,8,10,9,8,3,2,3,2,1,1,2,,
HFFC-023723,aAZ2j000000L0Rd,,,,,,,,,,,2,,2,4,2,3,2,1,,,,,,
HFFC-023725,aAZ2j000000L0Rn,,,,,,,,,,,,,,,,,,3,,,,,,
HFFC-023730,aAZ2j000000L0SC,,,,,,,,,,,3,1,1,,,,,,,,,,,
HFFC-023731,aAZ2j000000L0SH,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023736,aAZ2j000000L0Sg,,,,,,,,,,,2,,,,,,,1,,,,1,,
HFFC-023737,aAZ2j000000L0Sl,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023740,aAZ2j000000L0T0,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-023742,aAZ2j000000L0TA,,,,,,,,,,,3,3,15,9,10,6,,1,2,1,3,2,1,1
HFFC-023744,aAZ2j000000L0TK,,,,,,,,,,,2,,1,,,,,,,,,,,
HFFC-023745,aAZ2j000000L0TP,,,,,,,,,,,2,1,,3,2,,2,1,2,2,1,1,,
HFFC-023746,aAZ2j000000L0TU,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023750,aAZ2j000000L0To,,,,,,,,,,,1,,2,1,2,4,,2,4,1,2,4,1,2
HFFC-023753,aAZ2j000000L0Uh,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023755,aAZ2j000000L0Ur,,,,,,,,,,,,,,,,,1,,,,,,,
HFFC-023756,aAZ2j000000L0Uw,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023759,aAZ2j000000L0VG,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023761,aAZ2j000000L0VQ,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023767,aAZ2j000000L0W9,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023770,aAZ2j000000L0WO,,,,,,,,,,,1,1,,,2,1,,,,,,,,
HFFC-023773,aAZ2j000000L0Wd,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-023778,aAZ2j000000L0XC,,,,,,,,,,,,,,1,1,2,1,1,,,,,,
HFFC-023782,aAZ2j000000L0XW,,,,,,,,,,,,,4,,,1,,,,,,,,
HFFC-023783,aAZ2j000000L0Xb,,,,,,,,,,,,,,,1,3,2,4,1,,,,,
HFFC-023786,aAZ2j000000L0Xq,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-023787,aAZ2j000000L0YF,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023794,aAZ2j000000L0Yo,,,,,,,,,,,,2,1,,,,,,,,,,,
HFFC-023797,aAZ2j000000L0Z3,,,,,,,,,,,1,,4,,,,,,,,,,,
HFFC-023800,aAZ2j000000L0ZS,,,,,,,,,,,1,1,,,,,,,1,,,,,
HFFC-023806,aAZ2j000000L0Zw,,,,,,,,,,,,2,4,,,,,,,,1,,,
HFFC-023807,aAZ2j000000L0a1,,,,,,,,,,,,,,,2,6,5,2,9,7,6,11,6,6
HFFC-023809,aAZ2j000000L0aB,,,,,,,,,,,,,,,,1,1,3,,,,,,
HFFC-023811,aAZ2j000000L0aL,,,,,,,,,,,,,,,,,,5,,1,,,1,
HFFC-023814,aAZ2j000000L0aa,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023816,aAZ2j000000L0ak,,,,,,,,,,,,3,1,,3,,,1,,1,1,,,
HFFC-023818,aAZ2j000000L0au,,,,,,,,,,,3,3,1,,1,1,,,,,,,,
HFFC-023820,aAZ2j000000L0b4,,,,,,,,,,,,2,,,,1,,,,,,,,
HFFC-023823,aAZ2j000000L0bJ,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-023827,aAZ2j000000L0bd,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-023836,aAZ2j000000L0cb,,,,,,,,,,,,7,,3,2,,,,,,,,,
HFFC-023839,aAZ2j000000L0cq,,,,,,,,,,,5,3,,,,,,,,,,,,
HFFC-023840,aAZ2j000000L0cv,,,,,,,,,,,,,,3,,,,,,,,,,
HFFC-023842,aAZ2j000000L0d5,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-023843,aAZ2j000000L0dA,,,,,,,,,,,,4,9,3,5,8,3,6,4,1,,1,2,
HFFC-023844,aAZ2j000000L0dF,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023848,aAZ2j000000L0dt,,,,,,,,,,,,,,,,,,,9,,,,,
HFFC-023849,aAZ2j000000L0dy,,,,,,,,,,,1,3,1,1,,4,,,4,1,1,,2,2
HFFC-023850,aAZ2j000000L0e3,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-023851,aAZ2j000000L0e8,,,,,,,,,,,,3,,,,,,,,,,,,
HFFC-023853,aAZ2j000000L0eI,,,,,,,,,,,,2,,,,1,,,1,,1,1,,
HFFC-023856,aAZ2j000000L0eX,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023857,aAZ2j000000L0ec,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023862,aAZ2j000000L0f1,,,,,,,,,,,,19,19,11,13,9,1,6,5,1,,,,
HFFC-023866,aAZ2j000000L0fL,,,,,,,,,,,,9,,,,,,,,,,,,
HFFC-023867,aAZ2j000000L0fQ,,,,,,,,,,,,4,,,,,,,,,,,,
HFFC-023870,aAZ2j000000L0ff,,,,,,,,,,,,,,,,,1,,,,,,,
HFFC-023874,aAZ2j000000L0fz,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023878,aAZ2j000000L0gJ,,,,,,,,,,,,2,,,,,,,,,1,,,
HFFC-023880,aAZ2j000000L0gT,,,,,,,,,,,,2,,1,,,,,,,,,,2
HFFC-023881,aAZ2j000000L0gY,,,,,,,,,,,,2,2,1,2,2,3,3,4,4,3,7,3,5
HFFC-023883,aAZ2j000000L0gi,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023889,aAZ2j000000L0hC,,,,,,,,,,,,1,1,2,2,1,1,1,,,4,1,,
HFFC-023890,aAZ2j000000L0hH,,,,,,,,,,,,3,,,,,,,,,,,,
HFFC-023891,aAZ2j000000L0hM,,,,,,,,,,,,1,,3,1,,,,,,,1,,
HFFC-023892,aAZ2j000000L0hR,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023895,aAZ2j000000L0hg,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023896,aAZ2j000000L0hl,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023897,aAZ2j000000L0hq,,,,,,,,,,,,,,,,,,,,,,9,3,7
HFFC-023899,aAZ2j000000L0i0,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-023905,aAZ2j000000L0iU,,,,,,,,,,,,1,,,,,,3,,,,,,
HFFC-023906,aAZ2j000000L0iZ,,,,,,,,,,,,3,6,3,2,2,3,3,4,3,3,4,1,2
HFFC-023914,aAZ2j000000L0jD,,,,,,,,,,,,1,6,3,2,1,2,,2,,1,,,
HFFC-023915,aAZ2j000000L0jI,,,,,,,,,,,,,2,4,2,2,,1,1,,,,,1
HFFC-023918,aAZ2j000000L0jX,,,,,,,,,,,,5,4,1,,2,,1,,,,3,3,1
HFFC-023919,aAZ2j000000L0jc,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023920,aAZ2j000000L0jh,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023922,aAZ2j000000L0jr,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023926,aAZ2j000000L0kB,,,,,,,,,,,,5,,,,,,,,,,,,
HFFC-023927,aAZ2j000000L0ka,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023931,aAZ2j000000L0lY,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023933,aAZ2j000000L0li,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023937,aAZ2j000000L0mH,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023940,aAZ2j000000L0nK,,,,,,,,,,,,2,4,,,,,,,,,,,
HFFC-023945,aAZ2j000000L0nj,,,,,,,,,,,,1,1,2,,,,,,,,,,
HFFC-023946,aAZ2j000000L0no,,,,,,,,,,,,1,1,,,,,1,2,,,3,2,2
HFFC-023949,aAZ2j000000L0o3,,,,,,,,,,,,1,,2,3,,,,,,,,,
HFFC-023953,aAZ2j000000L0oN,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023954,aAZ2j000000L0oS,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023957,aAZ2j000000L0oh,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023958,aAZ2j000000L0om,,,,,,,,,,,,3,1,,,,3,,,1,,,,
HFFC-023959,aAZ2j000000L0or,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023960,aAZ2j000000L0ow,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023963,aAZ2j000000L0pB,,,,,,,,,,,,1,,,,,,,,,2,,,1
HFFC-023964,aAZ2j000000L0pG,,,,,,,,,,,,,1,,,1,,,,,,,,1
HFFC-023965,aAZ2j000000L0pL,,,,,,,,,,,,2,2,,,,,,,,,,,
HFFC-023969,aAZ2j000000L0pf,,,,,,,,,,,,3,7,8,5,2,2,,2,,,1,,
HFFC-023970,aAZ2j000000L0pk,,,,,,,,,,,,2,1,,,,,,,,,,,
HFFC-023972,aAZ2j000000L0pu,,,,,,,,,,,,6,4,,3,3,4,2,2,2,1,2,1,1
HFFC-023974,aAZ2j000000L0q4,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023977,aAZ2j000000L0qJ,,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,1,
HFFC-023979,aAZ2j000000L0qT,,,,,,,,,,,,,,,3,,,,,,,,,
HFFC-023983,aAZ2j000000L0qn,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023985,aAZ2j000000L0qx,,,,,,,,,,,,1,1,,1,1,1,3,,3,1,,,
HFFC-023988,aAZ2j000000L0rC,,,,,,,,,,,,3,,,,,,,,,,,,
HFFC-023990,aAZ2j000000L0rM,,,,,,,,,,,,,5,1,,,,,2,9,,,1,
HFFC-023993,aAZ2j000000L0rb,,,,,,,,,,,,1,,,1,,,,,,,,,
HFFC-023994,aAZ2j000000L0rg,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-023995,aAZ2j000000L0rl,,,,,,,,,,,,1,,,,1,,,2,,,,,
HFFC-024000,aAZ2j000000L0sA,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024005,aAZ2j000000L0sZ,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024014,aAZ2j000000L0tI,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-024015,aAZ2j000000L0tN,,,,,,,,,,,,3,8,10,2,3,10,12,9,10,4,4,12,12
HFFC-024020,aAZ2j000000L0tm,,,,,,,,,,,,1,,,,,,2,1,,1,,,
HFFC-024021,aAZ2j000000L0tr,,,,,,,,,,,,3,1,1,2,1,1,6,6,9,4,11,6,5
HFFC-024029,aAZ2j000000L0uV,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024030,aAZ2j000000L0ua,,,,,,,,,,,,,2,1,3,3,3,,,,1,,,
HFFC-024033,aAZ2j000000L0up,,,,,,,,,,,,,,,,,,,,,,1,2,7
HFFC-024035,aAZ2j000000L0uz,,,,,,,,,,,,,1,,,,2,,,,,,,
HFFC-024036,aAZ2j000000L0v4,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024039,aAZ2j000000L0vJ,,,,,,,,,,,,1,,,3,9,6,2,1,1,,,,
HFFC-024041,aAZ2j000000L0vT,,,,,,,,,,,,,,,,,1,1,,,1,,1,
HFFC-024043,aAZ2j000000L0vd,,,,,,,,,,,,,1,,,,,,,,,1,,
HFFC-024044,aAZ2j000000L0vi,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024045,aAZ2j000000L0vn,,,,,,,,,,,,,,,,,,,,,1,2,1,6
HFFC-024047,aAZ2j000000L0vx,,,,,,,,,,,,,,,,,,,,,3,,,
HFFC-024050,aAZ2j000000L0wv,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024052,aAZ2j000000L0x5,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024055,aAZ2j000000L0xK,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024056,aAZ2j000000L0xP,,,,,,,,,,,,,2,1,,,,,,,,,,
HFFC-024057,aAZ2j000000L0xU,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024058,aAZ2j000000L0xZ,,,,,,,,,,,,1,6,10,11,5,,7,7,11,4,1,4,9
HFFC-024060,aAZ2j000000L0xj,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024065,aAZ2j000000L0y8,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024067,aAZ2j000000L0yI,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024078,aAZ2j000000L0zB,,,,,,,,,,,,1,2,2,2,,3,2,5,2,,,,2
HFFC-024080,aAZ2j000000L0zL,,,,,,,,,,,,,,1,,,,1,1,2,1,1,,
HFFC-024081,aAZ2j000000L0zQ,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024082,aAZ2j000000L0zV,,,,,,,,,,,,,,,,,,,,3,,,,
HFFC-024087,aAZ2j000000L10J,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-024088,aAZ2j000000L10O,,,,,,,,,,,,,,1,,,1,,,,,,,
HFFC-024089,aAZ2j000000L10T,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024090,aAZ2j000000L10Y,,,,,,,,,,,,1,3,3,,1,1,,,,,1,,
HFFC-024092,aAZ2j000000L10i,,,,,,,,,,,,2,1,1,3,,1,3,1,,1,2,1,1
HFFC-024094,aAZ2j000000L10s,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024095,aAZ2j000000L10x,,,,,,,,,,,,6,9,1,12,6,6,8,5,15,1,2,,
HFFC-024096,aAZ2j000000L112,,,,,,,,,,,,,,1,,,1,2,,3,2,,,1
HFFC-024102,aAZ2j000000L11W,,,,,,,,,,,,,4,1,2,,,,,,,,,
HFFC-024106,aAZ2j000000L11q,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024108,aAZ2j000000L120,,,,,,,,,,,,7,1,,,,,,,,,,,
HFFC-024109,aAZ2j000000L125,,,,,,,,,,,,2,2,,,,1,,,,,,,
HFFC-024110,aAZ2j000000L12A,,,,,,,,,,,,,,6,14,5,2,2,4,1,,3,3,3
HFFC-024111,aAZ2j000000L12F,,,,,,,,,,,,1,6,,,,,,,,,,,
HFFC-024118,aAZ2j000000L12o,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024121,aAZ2j000000L133,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024122,aAZ2j000000L138,,,,,,,,,,,,1,2,1,,,,,,,,,,
HFFC-024123,aAZ2j000000L13D,,,,,,,,,,,,1,5,1,4,1,,2,,1,,,1,
HFFC-024124,aAZ2j000000L13r,,,,,,,,,,,,1,1,,,,,,,,,,,
HFFC-024125,aAZ2j000000L13w,,,,,,,,,,,,4,,1,4,,,,,,,,,
HFFC-024126,aAZ2j000000L141,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024128,aAZ2j000000L14B,,,,,,,,,,,,,,,1,2,,,,1,4,2,,3
HFFC-024131,aAZ2j000000L14V,,,,,,,,,,,,,,1,2,1,,1,,,,,,
HFFC-024132,aAZ2j000000L14a,,,,,,,,,,,,,1,,,,,,,1,,,3,
HFFC-024134,aAZ2j000000L14k,,,,,,,,,,,,3,2,,,,,,,,,,,
HFFC-024135,aAZ2j000000L14p,,,,,,,,,,,,1,5,5,,1,,1,,,,1,,
HFFC-024136,aAZ2j000000L14u,,,,,,,,,,,,1,5,2,2,5,1,2,1,3,4,5,1,2
HFFC-024137,aAZ2j000000L14z,,,,,,,,,,,,,2,1,1,1,2,1,,,,,,
HFFC-024138,aAZ2j000000L154,,,,,,,,,,,,2,,,1,,,,,,,1,,
HFFC-024150,aAZ2j000000L162,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-024158,aAZ2j000000L16v,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024160,aAZ2j000000L17F,,,,,,,,,,,,5,,,,,,,1,1,,,,1
HFFC-024161,aAZ2j000000L17K,,,,,,,,,,,,2,,,,3,1,,,1,,,,
HFFC-024166,aAZ2j000000L18c,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024169,aAZ2j000000L1B2,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-024171,aAZ2j000000L1BC,,,,,,,,,,,,1,11,4,20,7,6,1,5,2,,,,
HFFC-024177,aAZ2j000000L1Bq,,,,,,,,,,,,,,,,,,1,3,6,4,4,,3
HFFC-024182,aAZ2j000000L1Cj,,,,,,,,,,,,1,,,,,,,,,,1,,
HFFC-024184,aAZ2j000000L1Ct,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024188,aAZ2j000000L1Gb,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024192,aAZ2j000000L1Gv,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024193,aAZ2j000000L1H0,,,,,,,,,,,,,,,6,,1,,2,,1,,,
HFFC-024194,aAZ2j000000L1H5,,,,,,,,,,,,1,1,,,1,,1,,,,,,
HFFC-024197,aAZ2j000000L1HK,,,,,,,,,,,,1,3,,,,,,,,,,,
HFFC-024198,aAZ2j000000L1HP,,,,,,,,,,,,1,,2,3,4,,1,,,2,,,1
HFFC-024201,aAZ2j000000L1He,,,,,,,,,,,,,,,,1,1,1,,,,,,
HFFC-024204,aAZ2j000000L1Ht,,,,,,,,,,,,,12,3,16,1,,,,,,,,
HFFC-024209,aAZ2j000000L1II,,,,,,,,,,,,2,1,,,,,,,,,,1,
HFFC-024212,aAZ2j000000L1IX,,,,,,,,,,,,1,,,,,,1,,,,,,
HFFC-024213,aAZ2j000000L1Ic,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024215,aAZ2j000000L1Im,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024216,aAZ2j000000L1Ir,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024217,aAZ2j000000L1Iw,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024224,aAZ2j000000L1JV,,,,,,,,,,,,,,,,,3,2,,1,,,,
HFFC-024225,aAZ2j000000L1Ja,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024228,aAZ2j000000L1Jp,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024229,aAZ2j000000L1KE,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024233,aAZ2j000000L1KY,,,,,,,,,,,,2,2,,,,,,,,,,,
HFFC-024234,aAZ2j000000L1Kd,,,,,,,,,,,,1,1,,,,,,,,,,,
HFFC-024240,aAZ2j000000L1LH,,,,,,,,,,,,2,5,1,3,3,3,11,8,5,10,7,2,5
HFFC-024241,aAZ2j000000L1LM,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024244,aAZ2j000000L1Lb,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-024248,aAZ2j000000L1Lv,,,,,,,,,,,,2,2,,,,,,,,,,,
HFFC-024251,aAZ2j000000L1MA,,,,,,,,,,,,5,1,,,,,,,,,,,
HFFC-024253,aAZ2j000000L1MK,,,,,,,,,,,,,3,1,,,,,,,,,,
HFFC-024258,aAZ2j000000L1Mj,,,,,,,,,,,,,1,,1,,,,,,,,,
HFFC-024264,aAZ2j000000L1ND,,,,,,,,,,,,,,,,4,5,11,2,3,2,4,10,3
HFFC-024277,aAZ2j000000L1OG,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024280,aAZ2j000000L1OV,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024281,aAZ2j000000L1Oa,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024284,aAZ2j000000L1Op,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024285,aAZ2j000000L1Ou,,,,,,,,,,,,,1,1,,1,1,3,,,,2,,
HFFC-024286,aAZ2j000000L1Oz,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024288,aAZ2j000000L1P9,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-024291,aAZ2j000000L1PO,,,,,,,,,,,,,,,,,,,4,,,,,
HFFC-024292,aAZ2j000000L1PT,,,,,,,,,,,,,7,3,1,10,5,1,3,,2,2,1,4
HFFC-024293,aAZ2j000000L1PY,,,,,,,,,,,,,,,,3,,,,,1,1,1,4
HFFC-024295,aAZ2j000000L1QH,,,,,,,,,,,,1,2,,,,,2,,,,,,
HFFC-024296,aAZ2j000000L1QM,,,,,,,,,,,,,2,1,1,,,,,6,,5,1,3
HFFC-024298,aAZ2j000000L1QW,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-024301,aAZ2j000000L1Ql,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024303,aAZ2j000000L1Qv,,,,,,,,,,,,,1,1,,1,3,2,,,2,4,1,3
HFFC-024305,aAZ2j000000L1R5,,,,,,,,,,,,,12,17,20,3,,,,,,,,
HFFC-024306,aAZ2j000000L1RA,,,,,,,,,,,,,2,,,2,,,,,,,,
HFFC-024311,aAZ2j000000L1RZ,,,,,,,,,,,,,,,,6,5,9,4,3,7,4,5,1
HFFC-024317,aAZ2j000000L1S3,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-024323,aAZ2j000000L1SX,,,,,,,,,,,,,3,1,7,2,,,,,,,,
HFFC-024328,aAZ2j000000L1Sw,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024329,aAZ2j000000L1T1,,,,,,,,,,,,,1,,1,,,,,,,,,
HFFC-024330,aAZ2j000000L1T6,,,,,,,,,,,,,1,,,,,,,,,,,
HFFC-024332,aAZ2j000000L1TG,,,,,,,,,,,,,2,7,8,8,11,,4,10,7,4,3,4
HFFC-024333,aAZ2j000000L1TL,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-024334,aAZ2j000000L1TQ,,,,,,,,,,,,,,,,,,,,,,2,1,1
HFFC-024335,aAZ2j000000L1TV,,,,,,,,,,,,,2,2,1,,,,1,,,1,,
HFFC-024337,aAZ2j000000L1Tf,,,,,,,,,,,,,2,1,,,,,,,,,,
