Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-011933,aAZ0o000000PNnZGAW,1,1,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-005621,aAZ0o000000CoNjGAK,,,,,,,,1,3,4,,4,,,,,1,,,,4,,1,
HFFC-022198,aAZ2j0000000D8rGAE,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-000041,aAZ90000000005mGAA,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-030338,aAZ5i000000LMqcGAG,,,,,,,,,,,,,,,,,,,,,,,4,4
HFFC-019317,aAZ2j00000009PKGAY,,,,,,,2,1,6,,,,,2,,,,,,,,,,
HFFC-008032,aAZ0o000000GoBhGAK,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-006566,aAZ0o000000CpsXGAS,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-011051,aAZ0o000000PMeRGAW,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-006136,aAZ0o000000CpJmGAK,1,4,2,4,,,,,,,,,,2,,1,1,2,,,,2,1,
HFFC-017626,aAZ2j00000007EPGAY,,,2,3,1,,1,1,,,,,,,5,1,,,,3,2,,1,2
HFFC-026999,aAZ2j000000PBXkGAO,,,,,,,,,,,,,,,,,,,,2,2,6,3,2
HFFC-025457,aAZ2j000000L3A1GAK,,,,,,,,,,,,,,,,2,2,2,,,,,,
HFFC-021909,aAZ2j0000000CldGAE,,,,,,,,,,,,,2,1,1,2,,,,2,3,,,
HFFC-002033,aAZ90000000PEUgGAO,,,,,,,,,,,,2,,1,,2,1,4,,1,,,2,
HFFC-022978,aAZ2j000000KzC3GAK,,,,,,,,,,,,,,2,2,,2,,,,,,,
HFFC-004738,aAZ0o000000CnEbGAK,1,4,4,8,6,1,3,3,,3,8,3,8,1,9,4,8,11,14,14,10,12,6,7
HFFC-016633,aAZ2j00000005yBGAQ,,,,,2,,,5,3,2,2,,,,,2,2,2,,2,,,,
HFFC-021703,aAZ2j0000000CV1GAM,,,,,,,,,,,,,,2,4,,,5,3,2,2,,5,1
HFFC-028365,aAZ5i000000LB3OGAW,,,,,,,,,,,,,,,,,,,,4,2,2,2,2
HFFC-029972,aAZ5i000000LKVaGAO,,,,,,,,,,,,,,,,,,,,,6,,4,
HFFC-004023,aAZ0o000000PGJCGA4,,,,,,,,,,,,,,,,,,,,,,1,,
HFFC-010165,aAZ0o00000008s1GAA,,,,1,1,,,,,1,,,,,4,,,2,,,,,,
HFFC-022834,aAZ2j000000Kz0HGAS,,,,,,,,,,,5,4,,8,,2,,,,,,,,
HFFC-004230,aAZ0o000000PGmHGAW,1,,,,3,,1,,,,2,,,,,7,1,2,3,1,,1,2,3
HFFC-000265,aAZ9000000000HdGAI,3,,,,,,,,,,,,,,,2,,2,,2,,,,
HFFC-012283,aAZ2j00000000ODGAY,,1,1,,,,,,,,,,,,,,1,,,,,,,
HFFC-029688,aAZ5i000000LIfqGAG,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-020209,aAZ2j0000000AYXGA2,,,,,1,1,,2,,,,,,,,,,,,,,,,
HFFC-023333,aAZ2j000000KzhuGAC,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-032145,aAZ5i000000LUw1GAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-001785,aAZ90000000PEAgGAO,,,,2,1,2,,3,2,,1,,,2,,,,,,2,1,,,3
HFFC-028390,aAZ5i000000LB9XGAW,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-027059,aAZ2j000000PBcaGAG,,,,,,,,,,,,,,,,,,1,,1,,,,
HFFC-025360,aAZ2j000000L2yoGAC,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-016125,aAZ2j00000005JIGAY,5,1,,,,,,2,5,1,2,,2,,,6,4,2,2,8,2,2,4,2
HFFC-021680,aAZ2j0000000CTAGA2,,,,,,,,,,2,,2,2,,,2,,1,1,,,,,
HFFC-016473,aAZ2j00000005lHGAQ,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-001016,aAZ9000000001GMGAY,,2,1,3,1,2,,1,,2,1,,5,,,2,1,,5,7,4,5,5,3
HFFC-016087,aAZ2j00000005GEGAY,2,1,,,,2,,,,,,1,,1,1,,,,,,,,,
HFFC-032152,aAZ5i000000LUwzGAG,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-026896,aAZ2j000000PBOnGAO,,,,,,,,,,,,,,,,,,6,6,6,2,4,6,2
HFFC-017449,aAZ2j0000000708GAA,,,,,,,2,,,,,3,1,2,,,,,,,,,,
HFFC-001792,aAZ90000000PEBFGA4,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-032707,aAZ5i000000LVo9GAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-002406,aAZ90000000PEylGAG,11,15,15,10,5,6,5,8,1,9,11,8,22,14,7,7,7,4,10,1,4,4,7,7
HFFC-002377,aAZ90000000PEwQGAW,,,,,,,,,,,,,,,,1,,,,,,,,
HFFC-019382,aAZ2j00000009UZGAY,,,,6,9,10,13,10,8,18,8,8,27,5,15,13,6,4,6,6,5,1,6,2
HFFC-021610,aAZ2j0000000CNWGA2,,,,,,,,,,,,,,,,,,2,,,3,,1,1
HFFC-006394,aAZ0o000000CpeaGAC,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-024015,aAZ2j000000L0tNGAS,,,,,,,,,,,,,4,4,2,4,2,,1,3,11,9,7,1
HFFC-010695,aAZ0o000000PMBjGAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-004057,aAZ0o000000PGLwGAO,,1,,,,,1,2,,,,,,2,2,3,,,1,,,,,
HFFC-001737,aAZ90000000PE6oGAG,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-019841,aAZ2j0000000A5BGAU,,,,,,,,,,,,2,,,2,4,1,,,1,,,,2
HFFC-022599,aAZ2j0000000DfMGAU,,,,,,,,,,2,,,4,2,,2,,,,,2,,,
HFFC-016993,aAZ2j00000006QtGAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022007,aAZ2j0000000CtXGAU,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-011284,aAZ0o000000PMxEGAW,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-023136,aAZ2j000000KzRmGAK,,,,,,,,,,,,2,2,,,1,,1,,,,,2,2
HFFC-030207,aAZ5i000000LM7yGAG,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-029591,aAZ5i000000LI0zGAG,,,,,,,,,,,,,,,,,,,,2,1,1,,2
HFFC-022917,aAZ2j000000Kz6yGAC,,,,,,,,,,,2,,2,2,,,,,,,,,,
HFFC-014722,aAZ2j00000003VRGAY,2,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-024037,aAZ2j000000L0v9GAC,,,,,,,,,,,,,,,,1,1,,,,,2,,
HFFC-023462,aAZ2j000000L03lGAC,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-026657,aAZ2j000000PB4EGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-000955,aAZ9000000001BRGAY,3,3,5,8,2,,,,3,4,4,5,3,4,7,9,9,6,7,,3,7,4,8
HFFC-010191,aAZ0o00000008u7GAA,1,2,6,,,,,,,,2,,,,,,,,,,,,,
HFFC-016137,aAZ2j00000005KGGAY,1,3,,4,,,,2,4,,,,,,4,,,,,,,,,
HFFC-025272,aAZ2j000000L2pmGAC,,,,,,,,,,,,,,,,1,1,,,,2,,,2
HFFC-015486,aAZ2j00000004U5GAI,,,,1,1,,,,1,1,2,,,,,,2,,2,2,2,2,,
HFFC-017196,aAZ2j00000006fyGAA,,,,4,2,1,1,,1,3,1,,1,1,2,,,2,1,,,,2,
HFFC-021235,aAZ2j0000000BtCGAU,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-031537,aAZ5i000000LTv1GAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-027612,aAZ5i000000L4JOGA0,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-000095,aAZ90000000008aGAA,10,9,12,3,4,2,6,3,4,1,1,5,4,4,10,10,3,7,6,3,3,4,2,3
HFFC-023270,aAZ2j000000KzcpGAC,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-020741,aAZ2j0000000BExGAM,,,,,,,,,2,,,,,1,1,,,,,1,1,,,
HFFC-021638,aAZ2j0000000CPmGAM,,,,,,,,4,2,3,4,3,11,7,7,6,4,2,6,12,5,1,2,2
HFFC-029087,aAZ5i000000LF68GAG,,,,,,,,,,,,,,,,,,,,,4,4,,3
HFFC-001446,aAZ90000000PDjLGAW,,,,,,,,,1,,,,2,,,,2,,,,,,,
HFFC-022905,aAZ2j000000Kz60GAC,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-018998,aAZ2j00000008zvGAA,,,,,,,,,,2,,,,1,,,1,,,3,2,1,1,
HFFC-000755,aAZ9000000000vJGAQ,2,5,4,2,6,3,2,4,2,9,4,8,6,13,17,11,7,9,10,7,9,17,1,10
HFFC-024398,aAZ2j000000L1YaGAK,,,,,,,,,,,,,,2,,2,2,,2,,2,2,,2
HFFC-025975,aAZ2j000000L3zTGAS,,,,,,,,,,,,,,,,6,2,4,2,,,,,
HFFC-016890,aAZ2j00000006IkGAI,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-002385,aAZ90000000PEx4GAG,,,,,,,,,,,,,,,,,,,,1,8,8,12,11
HFFC-030453,aAZ5i000000LNjIGAW,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-009369,aAZ0o000000GpvCGAS,,,,,,,,,,,,,,,,,1,1,,,,,,
HFFC-000475,aAZ9000000000YZGAY,1,,,,,,,,,,,2,,,,,,,,2,,,,
HFFC-005960,aAZ0o000000CoxKGAS,1,,,,1,1,,1,1,,2,,2,,,1,,1,,,,,,
HFFC-009489,aAZ0o000000Gq4sGAC,,,,,,,,1,1,,,,,,,2,,,,,,,,
HFFC-011093,aAZ0o000000PMhpGAG,4,3,2,3,2,,2,3,1,,2,,,,,2,,,1,,2,,1,3
HFFC-015622,aAZ2j00000004f3GAA,1,,1,1,,,,,,2,,,,,,,,,,,,,,
HFFC-000413,aAZ9000000000TZGAY,4,,,,2,,,,1,1,1,1,,,,,,,,,,,,
HFFC-029527,aAZ5i000000LHTfGAO,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-022615,aAZ2j0000000DgeGAE,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023604,aAZ2j000000L0GfGAK,,,,,,,,,,,,,2,2,,2,1,3,2,,,4,,2
HFFC-031353,aAZ5i000000LTcxGAG,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-007583,aAZ0o000000GnbZGAS,,,,,,,,,,,,,,,,,,1,2,,,,,
HFFC-023946,aAZ2j000000L0noGAC,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-009678,aAZ0o000000GqK7GAK,,,,,,1,1,,,,,,,,,,,,,,,1,,
HFFC-023908,aAZ2j000000L0ijGAC,,,,,,,,,,,,,,1,,,,,,,,,,
HFFC-002371,aAZ90000000PEvwGAG,,,1,,,,,,2,,1,,,,,,,,,,,1,2,
HFFC-025332,aAZ2j000000L2vGGAS,,,,,,,,,,,,,,,2,1,3,,1,1,,,1,1
HFFC-007093,aAZ0o000000CqZ7GAK,,1,1,,,,,2,,,,,,,,,,,,,,,,
HFFC-026385,aAZ2j000000L4cLGAS,,,,,,,,,,,,,,,,,2,4,6,1,4,3,1,5
HFFC-025092,aAZ2j000000L2aNGAS,,,,,,,,,,,,,,,,,,3,1,1,2,2,1,2
HFFC-000353,aAZ9000000000OjGAI,2,4,2,,,,,2,,1,,1,,,4,,,,,,,,,
HFFC-002499,aAZ90000000PF6GGAW,,,,,,,,1,1,,,,,,,,,,,,,,,
HFFC-011453,aAZ0o000000PNArGAO,,,,,1,1,,,,,,,,,2,,,,1,1,1,,,
HFFC-008044,aAZ0o000000GoCfGAK,2,2,1,4,1,,,,,,,,,,,,,,,,,,,
HFFC-007179,aAZ0o000000Gn4zGAC,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-002553,aAZ90000000PFAcGAO,3,6,5,2,9,3,4,7,8,8,2,7,4,5,2,,,1,,,,,,
HFFC-028486,aAZ5i000000LBdcGAG,,,,,,,,,,,,,,,,,,,,,,2,3,1
HFFC-033227,aAZ5i000000LWhbGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-031247,aAZ5i000000LTQ2GAO,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-025090,aAZ2j000000L2aDGAS,,,,,,,,,,,,,,2,,,,,2,2,,,,
HFFC-000372,aAZ9000000000QGGAY,6,3,6,3,,1,3,2,6,2,1,4,11,3,,1,4,5,2,3,,2,3,2
HFFC-018820,aAZ2j00000008lZGAQ,,,,,,,,,,,1,3,2,,2,2,2,,,,,,,
HFFC-015017,aAZ2j00000003spGAA,1,1,1,,,,2,2,1,6,1,,1,2,,,,,,2,,,,
HFFC-028539,aAZ5i000000LBqXGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-028648,aAZ5i000000LCC7GAO,,,,,,,,,,,,,,,,,,,,1,,,1,
HFFC-029076,aAZ5i000000LEwzGAG,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-025116,aAZ2j000000L2cJGAS,,,,,,,,,,,,,,,,,,,1,1,,,1,
HFFC-007962,aAZ0o000000Go63GAC,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032445,aAZ5i000000LVOAGA4,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-016429,aAZ2j00000005hjGAA,,2,,,,,,3,3,,1,,1,,,,,,,2,,,,
HFFC-021673,aAZ2j0000000CSbGAM,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-018078,aAZ2j00000007oSGAQ,,,,1,,1,,,,,,,,,,,,,,,,,,
HFFC-025224,aAZ2j000000L2lBGAS,,,,,,,,,,,,,,,1,1,,,,,,,,2
HFFC-002335,aAZ90000000PEt2GAG,,1,1,,,,,1,,1,,1,3,2,,2,,,,,,,,2
HFFC-006366,aAZ0o000000CpcKGAS,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-027042,aAZ2j000000PBbDGAW,,,,,,,,,,,,,,,,,,,,,,,2,1
HFFC-027788,aAZ5i000000L6CjGAK,,,,,,,,,,,,,,,,,,,1,1,,1,,
HFFC-017379,aAZ2j00000006uZGAQ,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-023897,aAZ2j000000L0hqGAC,,,,,,,,,,,,,,,,4,6,10,3,2,2,5,2,3
HFFC-006124,aAZ0o000000CpIoGAK,6,1,4,,,,4,1,1,1,2,,,,2,1,2,2,1,,,,5,
HFFC-020509,aAZ2j0000000AwKGAU,,,,,1,1,6,4,6,7,4,,3,,,,,,,,,,1,1
HFFC-000809,aAZ9000000000zfGAA,2,2,2,3,,,1,2,2,,5,,,,,,,,,1,,,2,
HFFC-031153,aAZ5i000000LTGvGAO,,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-000135,aAZ9000000000COGAY,5,6,7,12,7,3,3,8,,8,4,2,1,2,,2,,,,1,,,,1
HFFC-019326,aAZ2j00000009Q3GAI,,,,,,,,,4,,2,,1,1,,,,,,,,,,
HFFC-023322,aAZ2j000000Kzh1GAC,,,,,,,,,,,,,1,1,,,,,,,,,,
HFFC-024131,aAZ2j000000L14VGAS,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-010999,aAZ0o000000PMaFGAW,,,,,,,,,2,,,,,,,,,,,,2,,,
HFFC-032072,aAZ5i000000LUoMGAW,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-032888,aAZ5i000000LWBPGA4,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-002275,aAZ90000000PEoCGAW,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-020468,aAZ2j0000000At1GAE,,,,,,,2,,3,2,6,2,5,5,2,,5,4,6,3,2,1,1,
HFFC-023012,aAZ2j000000KzFCGA0,,,,,,,,,,,1,,3,,,,,,,,,,,
HFFC-030943,aAZ5i000000LRztGAG,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-010847,aAZ0o000000PMNzGAO,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-028631,aAZ5i000000LC6cGAG,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-008599,aAZ0o000000GovBGAS,,,,,,,,,,,,,,,,,,,,,,,4,
HFFC-022722,aAZ2j000000KyrKGAS,,,,,,,,,,,,,,,,2,,,,,,2,,
HFFC-028571,aAZ5i000000LBtWGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-021795,aAZ2j0000000CcRGAU,,,,,,,,,2,2,,,2,1,1,2,2,2,,,,,,
HFFC-001921,aAZ90000000PELeGAO,1,1,,,,,,,,,2,,2,,,,,,,,,,,
HFFC-003130,aAZ0o000000btVuGAI,,,,,,,1,,,,,,1,2,,,,,,,,,,
HFFC-016225,aAZ2j00000005RHGAY,,2,,,,,,,,,2,,,,2,,,2,,,,,,
HFFC-000090,aAZ90000000008VGAQ,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-015803,aAZ2j00000004tZGAQ,1,2,5,4,1,1,,2,,,,,,,,1,,,1,,,,,
HFFC-020315,aAZ2j0000000AgqGAE,,,,,2,,,,,,,,2,,,,,,,,,,,
HFFC-025564,aAZ2j000000L3KBGA0,,,,,,,,,,,,,,,,2,1,3,2,6,2,4,9,8
HFFC-032585,aAZ5i000000LVeJGAW,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-023745,aAZ2j000000L0TPGA0,,,,,,,,,,,,,2,1,1,2,4,2,,1,,1,2,
HFFC-007120,aAZ0o000000CqbIGAS,,,,,,,1,,,,,1,,,,,,,,,,,,
HFFC-011573,aAZ0o000000PNKXGA4,,,3,3,6,2,,2,3,,5,7,4,2,1,4,3,2,2,2,3,1,,2
HFFC-030437,aAZ5i000000LNZkGAO,,,,,,,,,,,,,,,,,,,,,2,1,1,4
HFFC-024232,aAZ2j000000L1KTGA0,,,,,,,,,,,,,,1,,1,3,1,,,,,,
HFFC-026024,aAZ2j000000L43QGAS,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-014563,aAZ2j00000003IcGAI,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-003255,aAZ0o000000btk7GAA,,,,,,,,2,2,,,,,,,,,,,,,,,
HFFC-010677,aAZ0o000000PMAHGA4,,,,,,,,,,,,,,,,,2,,2,1,1,2,1,
HFFC-030883,aAZ5i000000LR6GGAW,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-030451,aAZ5i000000LNj8GAG,,,,,,,,,,,,,,,,,,,,,1,,,2
HFFC-029526,aAZ5i000000LHTaGAO,,,,,,,,,,,,,,,,,,,,1,1,1,1,
HFFC-011643,aAZ0o000000PNQBGA4,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-004256,aAZ0o000000PGoNGAW,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-015936,aAZ2j0000000548GAA,2,4,2,2,5,2,4,3,5,2,4,,,,,2,6,1,4,,,2,,3
HFFC-003641,aAZ0o00000002irGAA,2,1,,,,,,,,,,,,3,1,,,1,1,,,,,
HFFC-006750,aAZ0o000000Cq7NGAS,1,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-028288,aAZ5i000000LA56GAG,,,,,,,,,,,,,,,,,,,,1,3,,,
HFFC-008119,aAZ0o000000GoIiGAK,,,,,,,,,1,,,,,,,,,,,1,1,1,1,
HFFC-018916,aAZ2j00000008tJGAQ,,,,,,,2,2,,2,3,,4,1,,,,,,,,,,
HFFC-025719,aAZ2j000000L3ZBGA0,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-000004,aAZ90000000005BGAQ,1,1,,,,2,,,,,,,,,,,,,,,,,,
HFFC-012736,aAZ2j00000000ykGAA,3,,4,2,,3,1,,4,2,7,4,3,1,1,2,4,1,,,,,,
HFFC-021676,aAZ2j0000000CSqGAM,,,,,,,,,,,,,,,,2,,2,,,,,,
HFFC-025523,aAZ2j000000L3FLGA0,,,,,,,,,,,,,,,,2,,,,,,1,,
HFFC-019695,aAZ2j00000009teGAA,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-029303,aAZ5i000000LG6yGAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-024021,aAZ2j000000L0trGAC,,,,,,,,,,,,,2,,,2,,5,,5,8,8,3,
HFFC-019204,aAZ2j00000009GDGAY,,,,,,,,,,,,,,,,,,2,,,,2,,2
HFFC-023609,aAZ2j000000L0H4GAK,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-008129,aAZ0o000000GoJWGA0,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-024203,aAZ2j000000L1HoGAK,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-025677,aAZ2j000000L3TSGA0,,,,,,,,,,,,,,,,,,3,6,4,4,2,,
HFFC-024489,aAZ2j000000L1geGAC,,,,,,,,,,,,,,4,,2,,,,,,,,
HFFC-024199,aAZ2j000000L1HUGA0,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-029807,aAZ5i000000LJA5GAO,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-022053,aAZ2j0000000CxAGAU,,,,,,,,,2,,,2,,,,,,,,,,,,
HFFC-004350,aAZ0o000000PGvxGAG,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-012388,aAZ2j00000000WgGAI,2,,,,,,,,,,,2,1,,,1,,2,3,3,,,,
HFFC-010470,aAZ0o000000PLtaGAG,,,4,1,3,,,,,1,,,2,,,1,,,1,,1,2,,3
HFFC-019654,aAZ2j00000009qLGAQ,,,,,1,1,,,,,,,,,,,,,,,,,,
HFFC-001689,aAZ90000000PE2wGAG,5,1,2,,,,,4,5,11,6,6,9,2,18,11,3,,3,3,3,2,12,5
HFFC-004026,aAZ0o000000PGJRGA4,,2,,2,,,2,,,,,,4,,,,,,,,,,,
HFFC-011673,aAZ0o000000PNSbGAO,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-003087,aAZ0o000000btSRGAY,1,1,,1,,,1,,,,,,,,,,,,,,,,,
HFFC-017761,aAZ2j00000007P8GAI,,1,1,,,,,,,,,,,,,2,,,,,,,,
HFFC-027436,aAZ5i000000L2okGAC,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-020033,aAZ2j0000000AKfGAM,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023399,aAZ2j000000KztvGAC,,,,,,,,,,,2,5,1,,,,,,,,,,,1
HFFC-021720,aAZ2j0000000CWOGA2,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-031373,aAZ5i000000LTf8GAG,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-000497,aAZ9000000000aLGAQ,,,,2,2,2,3,3,2,,2,,2,,,,,,,,,,,
HFFC-017765,aAZ2j00000007PSGAY,,,2,,,,,,,,,,,2,,,,,,,,,,
HFFC-002169,aAZ90000000PEfeGAG,,,,,4,,,,,3,,,1,,,,1,,,,,1,,2
HFFC-003147,aAZ0o000000btXHGAY,,,,3,1,,,,1,1,,,4,,,2,,2,,,1,2,,
HFFC-001436,aAZ90000000PDiXGAW,5,1,3,,,,,,,,,,,1,,,,,2,1,,,,
HFFC-029668,aAZ5i000000LIa6GAG,,,,,,,,,,,,,,,,,,,,1,1,3,2,1
HFFC-009931,aAZ0o00000008Z9GAI,4,,1,7,,,3,5,1,1,5,2,3,,1,,1,1,3,,2,1,,1
HFFC-032715,aAZ5i000000LVonGAG,,,,,,,,,,,,,,,,,,,,,,,1,3
HFFC-025945,aAZ2j000000L3x3GAC,,,,,,,,,,,,,,,,,,,,,1,3,,
HFFC-016182,aAZ2j00000005NtGAI,2,,1,3,,,,4,2,,,,,,,,,,,,,,,
HFFC-017850,aAZ2j00000007WJGAY,,,,4,4,,2,,,4,7,8,18,18,17,1,,2,2,1,2,1,,
HFFC-017380,aAZ2j00000006ueGAA,,1,1,,,,,,,,2,2,2,,2,2,,1,,,,,,
HFFC-026395,aAZ2j000000L4d9GAC,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-013002,aAZ2j00000001K7GAI,3,2,2,4,,,2,2,,,2,,,2,2,2,,,,,,,,
HFFC-000320,aAZ9000000000M4GAI,1,1,1,,,,,,1,,,,,,,,,,,,,1,,
HFFC-004764,aAZ0o000000CnGhGAK,,,2,2,,,,,,,,,,,,,,1,,,1,,1,
HFFC-007367,aAZ0o000000GnK9GAK,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-009449,aAZ0o000000Gq1eGAC,2,3,4,2,1,1,1,1,1,3,6,1,1,,,,,,,,,,,
HFFC-012321,aAZ2j00000000RHGAY,1,1,1,,,,,,3,1,,,2,,,,,,,,,,,
HFFC-010707,aAZ0o000000PMChGAO,,2,,,,,,,,1,,,1,,,,,,,,,,,
HFFC-019915,aAZ2j0000000AB9GAM,,,,,2,1,1,,,,,,,,,,,,,,,,,
HFFC-007307,aAZ0o000000GnFJGA0,1,1,2,6,6,2,2,2,7,3,2,,2,1,,2,2,,1,,4,2,2,6
HFFC-009733,aAZ0o000000GqOYGA0,1,,2,2,,,,,2,,1,1,,,1,2,3,,,,1,3,1,
HFFC-019469,aAZ2j00000009baGAA,,,,,,,,1,1,,2,,2,,,,,,,1,,,,
HFFC-031045,aAZ5i000000LSvpGAG,,,,,,,,,,,,,,,,,,,,,,1,3,3
HFFC-005537,aAZ0o000000CoGxGAK,2,,,,,,,,,,,,,,,,,,,,,,1,
HFFC-022495,aAZ2j0000000DWtGAM,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-011646,aAZ0o000000PNQQGA4,,2,,,1,3,5,6,1,,,,,,,2,1,1,,1,1,,1,
HFFC-030478,aAZ5i000000LNqUGAW,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-033097,aAZ5i000000LWX2GAO,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-012364,aAZ2j00000000UkGAI,1,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-027378,aAZ5i000000L2JRGA0,,,,,,,,,,,,,,,,,,,,2,4,,,2
HFFC-010039,aAZ0o00000008hrGAA,10,3,11,10,2,3,3,3,9,7,6,7,8,,2,9,3,9,3,5,9,7,5,4
HFFC-027920,aAZ5i000000L7JkGAK,,,,,,,,,,,,,,,,,,,,,1,5,2,4
HFFC-020898,aAZ2j0000000BRcGAM,,,,,,,,,,,1,1,3,,1,,,,,,2,,,
HFFC-004402,aAZ0o000000PH09GAG,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-027490,aAZ5i000000L3DkGAK,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-000730,aAZ9000000000tIGAQ,,,,,,,2,1,,1,,,,,,,,,2,,,,,
HFFC-018415,aAZ2j00000008FOGAY,,,1,1,,,,,,,,,,,,,,,,,,,,
HFFC-015319,aAZ2j00000004GrGAI,,2,,,,,,,,,,,,,,,,,,1,,,,
HFFC-021674,aAZ2j0000000CSgGAM,,,,,,,,,,,,,1,,2,,,,,,,,1,
HFFC-003078,aAZ0o000000btRiGAI,,,,,,,,,,1,,,,,,,,,,,,,,
HFFC-028210,aAZ5i000000L9VuGAK,,,,,,,,,,,,,,,,,,,,,,,2,1
HFFC-004837,aAZ0o000000CnMaGAK,2,,1,2,3,3,1,,,,2,,4,2,4,8,5,2,1,1,,,,
