Connector Code,Id (Connector),Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22
HFFC-016265,aAZ2j00000005UVGAY,3,1,5,3,,,,,,2,,,,,,,,,,1,1,,,
HFFC-029728,aAZ5i000000LIrKGAW,,,,,,,,,,,,,,,,,,,,,1,,,2
HFFC-014799,aAZ2j00000003bZGAQ,,,,,,,,,1,1,,,,,,,,,,,,,,
HFFC-033041,aAZ5i000000LWSWGA4,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-023685,aAZ2j000000L0NCGA0,,,,,,,,,,,,,5,5,3,14,6,1,4,5,7,3,4,4
HFFC-001583,aAZ90000000PDuOGAW,,1,1,,,,,,,,,,,,,,,,,,2,,1,1
HFFC-017442,aAZ2j00000006zZGAQ,4,,,,,,,3,3,,,,,,,,,,,,,,,
HFFC-025218,aAZ2j000000L2khGAC,,,,,,,,,,,,,,,,2,,4,,,,,,
HFFC-004105,aAZ0o000000PGTwGAO,,,,,,,,1,,,,,,,1,,,,,,,,,
HFFC-006276,aAZ0o000000CpV4GAK,,,,,2,,,,,,,,3,5,,,,1,2,,,,2,
HFFC-020449,aAZ2j0000000ArUGAU,,,,,,,,2,3,1,2,3,2,3,3,1,1,,,,2,1,,
HFFC-000946,aAZ9000000001AiGAI,,,,,1,,,,,,,,,,,,,,,,,,,
HFFC-007712,aAZ0o000000GnlyGAC,,,1,2,,,,,,,,,,,,,,,,,,,,
HFFC-027619,aAZ5i000000L4JxGAK,,,,,,,,,,,,,,,,,,2,2,5,1,3,4,4
HFFC-004810,aAZ0o000000CnKPGA0,,,1,1,2,,,,4,2,,,5,2,1,,2,5,3,,2,1,2,1
HFFC-029294,aAZ5i000000LFtrGAG,,,,,,,,,,,,,,,,,,,,,4,3,1,
HFFC-010688,aAZ0o000000PMBAGA4,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-008125,aAZ0o000000GoJCGA0,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-022425,aAZ2j0000000DRAGA2,,,,,,,,,,,,,,,,,,,,,,2,2,
HFFC-030632,aAZ5i000000LP5QGAW,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-027723,aAZ5i000000L5SCGA0,,,,,,,,,,,,,,,,,,1,1,,,,,
HFFC-029118,aAZ5i000000LFP9GAO,,,,,,,,,,,,,,,,,,,,,2,2,,
HFFC-009943,aAZ0o00000008a7GAA,2,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-030341,aAZ5i000000LMqrGAG,,,,,,,,,,,,,,,,,,,,,2,1,,
HFFC-026822,aAZ2j000000PBHwGAO,,,,,,,,,,,,,,,,,,1,6,11,3,6,9,9
HFFC-008181,aAZ0o000000GoNiGAK,,,,,,,,,,,,,,,2,2,,,,,,,,
HFFC-007040,aAZ0o000000CqUqGAK,,,,,,,,,,,,,,,,,,,2,,,,,2
HFFC-024744,aAZ2j000000L26rGAC,,,,,,,,,,,,,,,3,7,5,10,2,5,7,5,3,4
HFFC-033057,aAZ5i000000LWToGAO,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-031687,aAZ5i000000LUAQGA4,,,,,,,,,,,,,,,,,,,,,,,8,2
HFFC-020374,aAZ2j0000000AlbGAE,,,,,,,,1,1,3,6,4,2,,,2,4,4,2,4,,1,,2
HFFC-030742,aAZ5i000000LQIvGAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-000173,aAZ9000000000D0GAI,,,,1,,,,1,,,,,,,,,,,,,,,,
HFFC-027049,aAZ2j000000PBbmGAG,,,,,,,,,,,,,,,,,,,1,3,4,4,,
HFFC-011436,aAZ0o000000PN9UGAW,6,5,5,3,,3,1,7,5,,3,3,1,2,1,,2,,,,,,,
HFFC-024161,aAZ2j000000L17KGAS,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-000444,aAZ9000000000W4GAI,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-022446,aAZ2j0000000DSrGAM,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-023009,aAZ2j000000KzExGAK,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-001593,aAZ90000000PDvCGAW,,,,,,,,,,,,2,,4,,,2,2,2,,,1,2,3
HFFC-021705,aAZ2j0000000CVBGA2,,,,,,,,,,2,2,1,,2,,,,,,,,,,
HFFC-022393,aAZ2j0000000DOaGAM,,,,,,,,,,,,6,2,,,,,,,,,,,
HFFC-019113,aAZ2j0000000992GAA,,,,1,3,,,4,,,,,,,,3,1,1,,,1,1,,3
HFFC-009741,aAZ0o00000008JpGAI,,,1,2,1,,,,,,,,,,,,,,,,,,,
HFFC-016956,aAZ2j00000006NuGAI,,,,,,,,,,,,2,,,2,4,,,,,,4,1,1
HFFC-031987,aAZ5i000000LUg3GAG,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-029785,aAZ5i000000LJ4BGAW,,,,,,,,,,,,,,,,,,,,2,,2,,
HFFC-023686,aAZ2j000000L0NHGA0,,,,,,,,,,,,,,2,,2,,,,,2,2,,4
HFFC-020216,aAZ2j0000000AZ6GAM,,,,,,5,8,7,7,1,8,2,,,,,,1,,,,,,
HFFC-013166,aAZ2j00000001XLGAY,,,,,,,,,,,1,,,,,,,,,,,,,
HFFC-008598,aAZ0o000000Gov6GAC,,,,5,1,,,,,,,,,,,,1,,,,,,,
HFFC-019193,aAZ2j00000009FKGAY,,,,,,,2,,,,,,,,,,,,,,,,,
HFFC-015629,aAZ2j00000004fcGAA,,,,,,,,,1,1,,,,,4,4,,,,,,,,
HFFC-024440,aAZ2j000000L1cXGAS,,,,,,,,,,,,,,2,,,,,,,,,,1
HFFC-013956,aAZ2j00000002WOGAY,1,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-016472,aAZ2j00000005lCGAQ,1,,2,1,,,,,,,,,,,,,1,2,3,,,,,
HFFC-009283,aAZ0o000000GpoGGAS,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-025696,aAZ2j000000L3UuGAK,,,,,,,,,,,,,,,,,4,,,2,,,,
HFFC-027301,aAZ5i000000L1jgGAC,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-030871,aAZ5i000000LR5IGAW,,,,,,,,,,,,,,,,,,,,,,,,3
HFFC-001537,aAZ90000000PDqgGAG,,,2,,,,,1,1,1,2,,1,1,,2,,4,2,,,1,,
HFFC-018390,aAZ2j00000008DNGAY,,,2,,,,,,,,,,,,,,,,,,,,,
HFFC-028824,aAZ5i000000LDktGAG,,,,,,,,,,,,,,,,,,,,1,,,,
HFFC-015479,aAZ2j00000004TWGAY,1,1,1,1,2,,,,2,,1,,,5,3,,4,4,,,,,,4
HFFC-028358,aAZ5i000000LB2fGAG,,,,,,,,,,,,,,,,,,,,1,,,1,1
HFFC-019220,aAZ2j00000009HVGAY,,,,,,,,1,1,,,,4,8,6,2,6,2,,,,1,1,1
HFFC-002438,aAZ90000000PF1LGAW,,,,,,,,2,,,,,,,,,,,,,,,,
HFFC-008760,aAZ0o000000Gp8AGAS,,2,1,1,2,,,2,2,1,3,2,2,4,4,3,3,3,,3,3,,2,2
HFFC-020258,aAZ2j0000000AcKGAU,,,,,,,,,,,,1,1,,3,1,,2,,,,,,
HFFC-021284,aAZ2j0000000Bx9GAE,,,,,,,,,2,2,,,2,,,,,,,2,,,1,
HFFC-010763,aAZ0o000000PMHDGA4,4,3,2,5,7,7,3,13,11,7,7,2,7,11,10,5,5,6,3,1,3,3,6,4
HFFC-017189,aAZ2j00000006fPGAQ,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-007349,aAZ0o000000GnIhGAK,1,1,,,,,,1,2,1,,,1,,,,,,,,,,,
HFFC-008337,aAZ0o000000GoaDGAS,3,1,,4,6,2,,,,,,,4,2,,,,1,1,,,,,
HFFC-019298,aAZ2j00000009NnGAI,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-025966,aAZ2j000000L3ykGAC,,,,,,,,,,,,,,,,,,,,2,1,1,4,
HFFC-021321,aAZ2j0000000C08GAE,,,,,,,,5,5,2,7,7,,2,,4,1,4,,2,1,2,6,6
HFFC-013114,aAZ2j00000001T9GAI,,,,,,,,1,1,,,,,,,1,,4,,,,,,
HFFC-017550,aAZ2j000000078HGAQ,,,1,2,3,,,,,,,,,,,,,,,,,,,
HFFC-024305,aAZ2j000000L1R5GAK,,,,,,,,,,,,,,,2,,,2,,,,,,
HFFC-012931,aAZ2j00000001EOGAY,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-010791,aAZ0o000000PMJTGA4,,,,,,,,,1,,,,,,,,,,,,,,,
HFFC-014212,aAZ2j00000002qTGAQ,3,1,1,1,1,,1,1,,,2,,,,,,,,,,,,1,
HFFC-024335,aAZ2j000000L1TVGA0,,,,,,,,,,,,,2,,2,,,,,,2,,,
HFFC-021938,aAZ2j0000000CnyGAE,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-003116,aAZ0o000000btUmGAI,,,,,,,,,,,,,,,,,,,,1,1,,,
HFFC-016733,aAZ2j000000066FGAQ,,2,,,,,,,,,,,,,,,,,,,,,,
HFFC-010804,aAZ0o000000PMKWGA4,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-000675,aAZ9000000000ohGAA,,,,,,,,,,,,,,,1,,,,,,,,,
HFFC-004307,aAZ0o000000PGsUGAW,1,1,1,1,1,,,1,2,3,,,2,2,,2,2,,,2,,2,1,1
HFFC-004824,aAZ0o000000CnLXGA0,6,7,7,8,1,1,1,2,5,,,,2,3,1,4,1,1,,,1,1,,1
HFFC-005885,aAZ0o000000Coj1GAC,,,,,,,,,,,,,,2,,,,,,,,,,
HFFC-013589,aAZ2j000000025DGAQ,1,5,4,,,1,3,,,1,1,,,,,,,,,,,,,
HFFC-025645,aAZ2j000000L3QsGAK,,,,,,,,,,,,,,,,2,,1,1,,,,,
HFFC-016711,aAZ2j000000064TGAQ,,,,,2,,,,,,,,,,,,,,,,,,,
HFFC-011269,aAZ0o000000PMw1GAG,6,1,1,3,2,,1,,3,5,4,,1,3,,,2,7,1,,1,,2,10
HFFC-029604,aAZ5i000000LIAIGA4,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-031941,aAZ5i000000LUbcGAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-027618,aAZ5i000000L4JsGAK,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-015686,aAZ2j00000004kDGAQ,1,,2,1,1,,,,,,,,,,,,,,,,,,,
HFFC-014542,aAZ2j00000003GvGAI,,,,,,,,,,,1,1,,,,,,,,,,,,
HFFC-026589,aAZ2j000000PAyVGAW,,,,,,,,,,,,,,,,,,3,2,1,,,1,1
HFFC-008552,aAZ0o000000GorOGAS,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-026426,aAZ2j000000L4feGAC,,,,,,,,,,,,,,,,,,,1,,,1,2,
HFFC-001511,aAZ90000000PDoaGAG,,,,1,,,,2,,1,1,1,1,,,,,,,,,,2,1
HFFC-020169,aAZ2j0000000AVJGA2,,,,,,,2,,10,12,6,8,13,21,13,25,18,16,11,25,12,25,10,14
HFFC-010201,aAZ0o00000008uvGAA,,,,,,,,,,2,2,,6,,4,13,4,3,1,,,2,5,8
HFFC-021361,aAZ2j0000000C3MGAU,,,,,,,,2,,,3,1,,,2,,,2,,,,1,1,
HFFC-030850,aAZ5i000000LR3bGAG,,,,,,,,,,,,,,,,,,,,,,2,2,2
HFFC-008817,aAZ0o000000GpClGAK,1,,,,1,,2,2,,,,,,,,,,1,,,1,,2,1
HFFC-021393,aAZ2j0000000C5wGAE,,,,,,,,,,,,,,,,,,,,,2,3,1,2
HFFC-022984,aAZ2j000000KzCXGA0,,,,,,,,,,,,,4,,2,,,2,,,1,1,,1
HFFC-018821,aAZ2j00000008leGAA,,,,,,,1,3,,4,,,,,,,,,,,,,,
HFFC-029540,aAZ5i000000LHYqGAO,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-000541,aAZ9000000000dtGAA,5,3,3,3,,,,3,4,1,1,2,1,,2,,,2,1,,,1,,
HFFC-020291,aAZ2j0000000AezGAE,,,,,,,,,,,,1,1,3,3,,4,,,,,,,
HFFC-009320,aAZ0o000000GprFGAS,3,,,,,,,,,2,,,,,,,,,1,2,1,,,
HFFC-000013,aAZ90000000005KGAQ,,,,,,,,,,,,,,,,,2,,,,,,,
HFFC-015251,aAZ2j00000004BXGAY,,,1,1,1,1,,,,,,,,,,,,,,,,,,
HFFC-022326,aAZ2j0000000DJBGA2,,,,,,,,,,,,,,,,2,,,,,,,,
HFFC-001290,aAZ90000000PDWlGAO,,,1,7,3,8,1,3,1,3,10,6,7,2,,,1,1,6,3,8,3,4,2
HFFC-015764,aAZ2j00000004qQGAQ,1,,,,2,,,,2,,2,,,,,,,4,2,,,,,
HFFC-012454,aAZ2j00000000c0GAA,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-024965,aAZ2j000000L2PPGA0,,,,,,,,,,,,,,2,,,1,1,3,,1,,,
HFFC-024826,aAZ2j000000L2DOGA0,,,,,,,,,,,,,,2,6,8,2,1,1,2,2,1,1,
HFFC-030379,aAZ5i000000LMy3GAG,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-022325,aAZ2j0000000DJ6GAM,,,,,,,,,,,,4,,6,4,,,,,,1,3,2,2
HFFC-017734,aAZ2j00000007MxGAI,,,,1,1,,,,,,,,,,,,,,,,,,,
HFFC-027676,aAZ5i000000L53lGAC,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-031323,aAZ5i000000LTaXGAW,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-017883,aAZ2j00000007YyGAI,,,,,,,,,2,,,,,3,4,10,4,2,6,6,5,3,9,7
HFFC-029980,aAZ5i000000LKeUGAW,,,,,,,,,,,,,,,,,,,,,,4,,
HFFC-009701,aAZ0o000000GqLyGAK,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-029299,aAZ5i000000LG6eGAG,,,,,,,,,,,,,,,,,,,,6,2,4,2,
HFFC-000386,aAZ9000000000ROGAY,4,6,3,8,1,5,6,2,5,9,1,2,7,6,8,6,4,2,6,5,3,8,4,4
HFFC-024654,aAZ2j000000L1wmGAC,,,,,,,,,,,,,,,,2,2,1,3,1,,2,,
HFFC-025036,aAZ2j000000L2V8GAK,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-029477,aAZ5i000000LH54GAG,,,,,,,,,,,,,,,,,,,,1,1,1,1,
HFFC-013197,aAZ2j00000001ZqGAI,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-029271,aAZ5i000000LFs0GAG,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-030671,aAZ5i000000LPXaGAO,,,,,,,,,,,,,,,,,,,,,2,,,2
HFFC-030753,aAZ5i000000LQJoGAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-022514,aAZ2j0000000DYQGA2,,,,,,,,,,,,,,,,,,,1,1,,,,
HFFC-033042,aAZ5i000000LWSbGAO,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-016697,aAZ2j000000063LGAQ,,,,,,,,1,3,,2,,,,2,,,,,,,,,
HFFC-019848,aAZ2j0000000A5kGAE,,,,,,,,,,,2,1,4,5,3,6,6,2,1,4,1,1,7,3
HFFC-021307,aAZ2j0000000Bz0GAE,,,,,,,,2,,1,3,,,,,,,,,,,2,,2
HFFC-019086,aAZ2j000000096wGAA,,,,,,,,,4,,3,,2,2,,6,4,2,4,1,4,10,1,
HFFC-032938,aAZ5i000000LWFRGA4,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-000619,aAZ9000000000kBGAQ,,,,,,1,,,,,,,,,,,,,,,,,,
HFFC-009537,aAZ0o000000Gq8kGAC,,,,1,,,,,2,1,,,,1,1,1,,,,,,,,
HFFC-005067,aAZ0o000000Cnf8GAC,2,,,,2,,,3,3,2,4,,2,,,,,2,,1,1,2,,
HFFC-009987,aAZ0o00000008dfGAA,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-000335,aAZ9000000000NHGAY,,,,,,,,,,,,,,,,,,,,,1,,,
HFFC-026083,aAZ2j000000L49JGAS,,,,,,,,,,,,,,,,,36,8,,,3,3,,
HFFC-025748,aAZ2j000000L3bWGAS,,,,,,,,,,,,,,,,,,2,,,,,,
HFFC-007904,aAZ0o000000Go1SGAS,,,1,1,,,,,,,1,1,,,,,1,2,,,,1,,
HFFC-001338,aAZ90000000PDadGAG,,,2,,,,,,,,,2,,,,,,,,,,,,1
HFFC-019441,aAZ2j00000009ZKGAY,,,,2,,,,,,1,,1,,,,,,,1,1,1,,,
HFFC-026548,aAZ2j000000PAuOGAW,,,,,,,,,,,,,,,,,,,,2,,,,
HFFC-015854,aAZ2j00000004xgGAA,2,,,,,,,,,,,,,,,,,,,,,,,
HFFC-027023,aAZ2j000000PBZgGAO,,,,,,,,,,,,,,,,,,2,2,,2,,1,1
HFFC-023616,aAZ2j000000L0HdGAK,,,,,,,,,,,,2,2,,,2,2,,2,,,,,
HFFC-022739,aAZ2j000000KyshGAC,,,,,,,,,,,,1,,1,3,2,3,,,,1,1,,
HFFC-017562,aAZ2j000000079FGAQ,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-025101,aAZ2j000000L2b6GAC,,,,,,,,,,,,,,,,,,,,,2,4,1,1
HFFC-025011,aAZ2j000000L2T7GAK,,,,,,,,,,,,,,,4,,2,,2,2,2,1,3,4
HFFC-007413,aAZ0o000000GnNrGAK,11,4,9,,,,1,5,2,3,4,5,1,,,2,,,1,,,,,1
HFFC-001973,aAZ90000000PEPqGAO,,,,2,2,,,,2,,,,1,,,,,,1,,,,,
HFFC-018372,aAZ2j00000008BvGAI,,,1,1,1,,,,,,,,,,,,,,,,,,,
HFFC-028272,aAZ5i000000L9zgGAC,,,,,,,,,,,,,,,,,,,2,,2,8,3,5
HFFC-001911,aAZ90000000PEKqGAO,7,10,6,3,2,1,,2,2,2,2,,,3,3,2,2,2,2,,1,4,,1
HFFC-001805,aAZ90000000PECIGA4,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-018362,aAZ2j00000008B7GAI,,,,,,,,2,,,,2,4,,4,2,,1,1,4,,2,,1
HFFC-024828,aAZ2j000000L2DYGA0,,,,,,,,,,,,,,,2,4,,,,,2,,1,1
HFFC-009532,aAZ0o000000Gq8LGAS,,,,,,,,,,,,,4,2,4,1,,,1,,5,,,
HFFC-028204,aAZ5i000000L9RIGA0,,,,,,,,,,,,,,,,,,,,,2,1,,
HFFC-022422,aAZ2j0000000DQvGAM,,,,,,,,,,,2,,,,1,1,,,,,,,,
HFFC-016010,aAZ2j00000005A1GAI,1,,,2,2,,,,,1,1,,,,,,,,,,,,,
HFFC-018458,aAZ2j00000008IrGAI,,,,,,,,,3,1,1,3,,3,1,,,2,,,,,,
HFFC-027728,aAZ5i000000L5SbGAK,,,,,,,,,,,,,,,,,,,,,,,1,3
HFFC-007364,aAZ0o000000GnJuGAK,,2,1,1,2,,,,,,,,,,,,,,,,,,,
HFFC-026379,aAZ2j000000L4brGAC,,,,,,,,,,,,,,,,1,4,1,,1,,2,1,
HFFC-032207,aAZ5i000000LV2JGAW,,,,,,,,,,,,,,,,,,,,,,,1,3
HFFC-010761,aAZ0o000000PMH3GAO,4,,2,5,4,1,,2,6,2,7,1,1,1,,2,,1,4,5,,,2,
HFFC-021691,aAZ2j0000000CU3GAM,,,,,,,,,,3,1,,,,2,,2,,,2,,2,2,
HFFC-020799,aAZ2j0000000BJdGAM,,,,,,,,2,1,,3,,2,,,8,,,,,,,,1
HFFC-012406,aAZ2j00000000Y8GAI,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-016007,aAZ2j000000059rGAA,,1,1,,,,,,,,,,,,,,,,,,,,,
HFFC-029027,aAZ5i000000LEUGGA4,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-000839,aAZ900000000125GAA,,,,,,,,,,,,,,,,,,,1,,,,,
HFFC-021613,aAZ2j0000000CNlGAM,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-026909,aAZ2j000000PBPqGAO,,,,,,,,,,,,,,,,,,1,,,,,,
HFFC-006499,aAZ0o000000Cpn8GAC,,,,,,,,,,,2,,,,,,,,,,,,,
HFFC-001214,aAZ90000000PDQdGAO,,,,,,,,,,,,,,,,,,,2,,,,,
HFFC-015186,aAZ2j000000046NGAQ,,,,1,,,,,,,,2,,,2,,,,,,,,,
HFFC-030650,aAZ5i000000LP6sGAG,,,,,,,,,,,,,,,,,,,,,2,,1,3
HFFC-018410,aAZ2j00000008EzGAI,,,,,,,,,2,,,,,,,,1,,,,,,,
HFFC-002097,aAZ90000000PEZqGAO,5,4,2,2,,,,,,2,,,,,,,,,1,,,,,
HFFC-021776,aAZ2j0000000CauGAE,,,,,,,,,,,,,,,,,,,,,,1,1,
HFFC-004292,aAZ0o000000PGrHGAW,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-000790,aAZ9000000000y8GAA,,,1,,,,,,,,,1,,,,2,,,,,,,,
HFFC-023531,aAZ2j000000L09jGAC,,,,,,,,,,,,,1,,,,,2,,2,1,,,
HFFC-000956,aAZ9000000001BWGAY,,,,,,,,,2,4,,4,4,,,,,,,,,,,
HFFC-027259,aAZ5i000000L1FpGAK,,,,,,,,,,,,,,,,,,1,3,1,1,,2,3
HFFC-001015,aAZ9000000001GHGAY,,,,1,,,,,,,,,,,,,,,,,,,,
HFFC-021956,aAZ2j0000000CpQGAU,,,,,,,,,,1,4,1,,2,,,,,,,,,,
HFFC-017431,aAZ2j00000006ygGAA,,2,,,,,,,,,,,,,,,,,1,1,,1,1,2
HFFC-009556,aAZ0o000000GqAHGA0,1,4,1,2,1,,1,,,,,,,,1,1,,,,,,1,,
HFFC-022990,aAZ2j000000KzD1GAK,,,,,,,,,,,5,,9,4,4,8,5,5,6,3,5,3,5,6
HFFC-029810,aAZ5i000000LJAKGA4,,,,,,,,,,,,,,,,,,,,,1,3,5,10
HFFC-010466,aAZ0o000000PLtGGAW,,,,,,,,,1,,3,,,,,,,,,,,,,
HFFC-023965,aAZ2j000000L0pLGAS,,,,,,,,,,,,,,4,,,,,,1,3,,,2
HFFC-030961,aAZ5i000000LSDjGAO,,,,,,,,,,,,,,,,,,,,,,,2,
HFFC-020109,aAZ2j0000000AQdGAM,,,,,1,1,,2,4,,1,1,,2,2,1,,,,,4,,,1
HFFC-000798,aAZ9000000000ymGAA,,1,3,2,2,,,,3,3,2,4,,,,,2,,,,,,,
HFFC-029393,aAZ5i000000LGlGGAW,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-032688,aAZ5i000000LVmcGAG,,,,,,,,,,,,,,,,,,,,,,,1,2
HFFC-001614,aAZ90000000PDwtGAG,,2,,2,,,,3,,,,,,,,,,,,,,,,
HFFC-015837,aAZ2j00000004wJGAQ,,1,1,,1,1,,,,,,,,,,,,,,,,,,
HFFC-000501,aAZ9000000000afGAA,,,,2,1,,,2,,,,,,,,,,,1,,,,,
HFFC-011402,aAZ0o000000PN6kGAG,,,,,,,,,,,,,,,2,,,,,,,,,
HFFC-011328,aAZ0o000000PN0mGAG,2,2,1,,,,,,,,,,,,,,,,,,,,,
HFFC-008115,aAZ0o000000GoIOGA0,,,,,,,2,,,,,,,,,2,,,,,,,,
HFFC-001393,aAZ90000000PDf4GAG,,,,,,,,,,,,,,,2,1,1,3,1,,2,,,
HFFC-019867,aAZ2j0000000A7HGAU,,,,,1,1,,,,,,,,,,,,,1,,,,,
HFFC-024197,aAZ2j000000L1HKGA0,,,,,,,,,,,,,2,,,,,,,,,,,
HFFC-023162,aAZ2j000000KzTsGAK,,,,,,,,,,,4,4,1,2,5,3,4,3,3,3,,2,1,1
HFFC-000914,aAZ900000000188GAA,,,,,,,,2,,,,,,,,,,,,,,,,3
HFFC-031545,aAZ5i000000LTvfGAG,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-007639,aAZ0o000000Gng5GAC,,2,2,1,,,,,1,2,2,,9,1,,2,,,1,,,,,
HFFC-028097,aAZ5i000000L8cPGAS,,,,,,,,,,,,,,,,,,,1,6,2,3,,2
HFFC-031857,aAZ5i000000LUUbGAO,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-000352,aAZ9000000000OeGAI,,,,,,,,,,,,,,2,,,,,1,1,,,,
HFFC-003082,aAZ0o000000btS2GAI,,,,,,,,,,2,,,,,,,,,,,,,,
HFFC-023972,aAZ2j000000L0puGAC,,,,,,,,,,,,,2,,,,4,5,1,,,,,2
HFFC-030734,aAZ5i000000LQIHGA4,,,,,,,,,,,,,,,,,,,,,,,,4
HFFC-026789,aAZ2j000000PBFHGA4,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-003537,aAZ0o000000buAzGAI,,,,,,,,,,,,,,,,,,3,1,,,,,
HFFC-017188,aAZ2j00000006fKGAQ,1,,1,,1,,,1,2,1,1,,1,,,,,,,2,,,,
HFFC-000160,aAZ9000000000CnGAI,8,9,10,9,5,5,5,7,9,16,10,3,9,10,13,7,6,7,4,4,7,4,2,
HFFC-020893,aAZ2j0000000BRDGA2,,,,,,,,,,,,,,2,2,,,,2,,,,,
HFFC-025454,aAZ2j000000L39mGAC,,,,,,,,,,,,,,,,,,,1,2,1,,,
HFFC-020867,aAZ2j0000000BP7GAM,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-000419,aAZ9000000000U3GAI,,,,,,,,,,,1,1,,,,,,,,1,,,,
HFFC-016803,aAZ2j00000006BoGAI,,,,,,,,,2,,,,,,,,,,,,,,,
HFFC-020500,aAZ2j0000000AvbGAE,,,,,,,,,2,,,,,2,,,,,,,,8,13,8
HFFC-016363,aAZ2j00000005cPGAQ,,,,,,,,,,,,,,,,,,4,,2,,,,
HFFC-023259,aAZ2j000000KzbwGAC,,,,,,,,,,,,1,1,,,1,1,,,,,,,
HFFC-020856,aAZ2j0000000BOEGA2,,,,,,,,,,,,,,,2,2,4,,,,2,,,2
HFFC-016061,aAZ2j00000005E8GAI,,,,,,,,,,,,,,,,6,,,,,,,,
HFFC-030308,aAZ5i000000LMboGAG,,,,,,,,,,,,,,,,,,,,,2,,,
HFFC-027589,aAZ5i000000L3wtGAC,,,,,,,,,,,,,,,,,,,,,1,1,,
HFFC-025444,aAZ2j000000L38yGAC,,,,,,,,,,,,,,,,4,6,12,2,18,15,15,11,16
HFFC-030755,aAZ5i000000LQJyGAO,,,,,,,,,,,,,,,,,,,,,,,1,8
HFFC-004962,aAZ0o000000CnWfGAK,,,,,,,,,,,,,,,,,,,,,,,,2
HFFC-015761,aAZ2j00000004qGGAQ,,,,,,,,,,,,,2,2,,2,2,,,4,,,,
HFFC-000766,aAZ9000000000wCGAQ,1,1,4,2,,1,1,5,8,6,4,4,2,1,3,4,1,,,,,1,1,
HFFC-024610,aAZ2j000000L1tEGAS,,,,,,,,,,,,,,,,7,1,,,,,,,
HFFC-025182,aAZ2j000000L2hdGAC,,,,,,,,,,,,,,,,,,,,,,2,,
HFFC-000082,aAZ90000000008NGAQ,6,3,5,4,2,5,4,8,3,4,3,2,1,2,1,6,,4,5,7,4,1,2,8
HFFC-000171,aAZ9000000000CyGAI,26,20,17,11,12,2,4,15,17,29,30,21,22,15,21,13,13,17,17,20,31,18,34,29
HFFC-025410,aAZ2j000000L35BGAS,,,,,,,,,,,,,,,,,,4,,1,,1,2,1
HFFC-002601,aAZ90000000PFEUGA4,2,1,,,,1,2,,,,,,,,,,1,,,,,,,
